2 1:138.16393 2:1.0614315 3:6.744169 4:-1.7904931 5:2.233405 6:-1.8589423 7:2.8957462 8:-5.8836966 9:0.5620895 10:-0.10507378 11:3.1442542 12:-3.0428565 13:4.802523 14:138.16393 15:1.0614315 16:6.744169 17:-1.7904931 18:2.233405 19:-1.8589423 20:2.8957462 21:-5.8836966 22:0.5620895 23:-0.10507378 24:3.1442542 25:-3.0428565 26:4.802523 
2 1:166.57283 2:0.77030915 3:6.0560637 4:-1.9567146 5:2.896509 6:-1.3254559 7:2.540367 8:0.7011912 9:5.064014 10:-2.6825366 11:1.6692611 12:-4.165563 13:3.413475 14:166.57283 15:0.77030915 16:6.0560637 17:-1.9567146 18:2.896509 19:-1.3254559 20:2.540367 21:0.7011912 22:5.064014 23:-2.6825366 24:1.6692611 25:-4.165563 26:3.413475 
2 1:165.90312 2:4.966973 3:9.852845 4:-1.3768438 5:3.2034612 6:-3.072669 7:0.099248715 8:-4.4373565 9:2.9636474 10:-2.3541732 11:2.8785453 12:-3.0543118 13:2.7220995 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:165.90312 2:4.966973 3:9.852845 4:-1.3768438 5:3.2034612 6:-3.072669 7:0.099248715 8:-4.4373565 9:2.9636474 10:-2.3541732 11:2.8785453 12:-3.0543118 13:2.7220995 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:167.47057 2:6.211937 3:9.298235 4:-4.262897 5:-1.3069005 6:-4.483616 7:-1.9913834 8:-2.3054738 9:2.8594203 10:-4.222379 11:2.5083413 12:-4.1909795 13:4.3898983 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:167.47057 2:6.211937 3:9.298235 4:-4.262897 5:-1.3069005 6:-4.483616 7:-1.9913834 8:-2.3054738 9:2.8594203 10:-4.222379 11:2.5083413 12:-4.1909795 13:4.3898983 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:163.12923 2:4.794706 3:10.098518 4:-1.6763406 5:1.6881248 6:-5.960012 7:-0.6329878 8:-0.7106449 9:3.9209845 10:-1.7935263 11:2.0565817 12:-2.5638638 13:5.3270764 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:163.12923 2:4.794706 3:10.098518 4:-1.6763406 5:1.6881248 6:-5.960012 7:-0.6329878 8:-0.7106449 9:3.9209845 10:-1.7935263 11:2.0565817 12:-2.5638638 13:5.3270764 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:171.89636 2:7.033834 3:13.034661 4:-1.3097521 5:1.424925 6:-4.2267294 7:3.2471697 8:-3.337552 9:2.5276554 10:-1.5022298 11:2.361159 12:-4.6722746 13:1.959197 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:171.89636 2:7.033834 3:13.034661 4:-1.3097521 5:1.424925 6:-4.2267294 7:3.2471697 8:-3.337552 9:2.5276554 10:-1.5022298 11:2.361159 12:-4.6722746 13:1.959197 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:165.85988 2:6.4333687 3:10.652933 4:-2.4879868 5:2.6231155 6:-3.5668104 7:1.1939057 8:-5.266001 9:3.512352 10:-0.92837256 11:0.5995403 12:-2.6963747 13:1.645766 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:165.85988 2:6.4333687 3:10.652933 4:-2.4879868 5:2.6231155 6:-3.5668104 7:1.1939057 8:-5.266001 9:3.512352 10:-0.92837256 11:0.5995403 12:-2.6963747 13:1.645766 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:158.56947 2:0.14932653 3:9.623644 4:1.2935694 5:5.788985 6:0.10693804 7:0.22883049 8:-2.412364 9:1.3600923 10:-1.7971579 11:2.8271515 12:-2.4738731 13:3.3769073 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:158.56947 2:0.14932653 3:9.623644 4:1.2935694 5:5.788985 6:0.10693804 7:0.22883049 8:-2.412364 9:1.3600923 10:-1.7971579 11:2.8271515 12:-2.4738731 13:3.3769073 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:159.82578 2:1.7610581 3:8.204588 4:2.9352307 5:6.613947 6:-3.0748372 7:-1.3519698 8:-5.77978 9:2.3938904 10:-1.9740274 11:2.5770588 12:-0.80509776 13:5.0900145 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:159.82578 2:1.7610581 3:8.204588 4:2.9352307 5:6.613947 6:-3.0748372 7:-1.3519698 8:-5.77978 9:2.3938904 10:-1.9740274 11:2.5770588 12:-0.80509776 13:5.0900145 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:159.12726 2:1.68379 3:10.981456 4:2.35709 5:-0.9586687 6:-3.8353748 7:-0.97952753 8:-5.8882356 9:1.3414761 10:-0.9536216 11:1.6196406 12:-4.0733123 13:1.9066812 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:159.12726 2:1.68379 3:10.981456 4:2.35709 5:-0.9586687 6:-3.8353748 7:-0.97952753 8:-5.8882356 9:1.3414761 10:-0.9536216 11:1.6196406 12:-4.0733123 13:1.9066812 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:159.97624 2:-2.6065207 3:9.842039 4:-1.0744499 5:2.6466565 6:-0.5984779 7:-0.6374341 8:-6.0539994 9:-0.6054835 10:-4.7390924 11:1.7790643 12:-0.9918114 13:2.2842932 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:159.97624 2:-2.6065207 3:9.842039 4:-1.0744499 5:2.6466565 6:-0.5984779 7:-0.6374341 8:-6.0539994 9:-0.6054835 10:-4.7390924 11:1.7790643 12:-0.9918114 13:2.2842932 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:163.40977 2:-6.25204 3:10.166759 4:0.6334512 5:6.175846 6:2.5018234 7:-1.3759817 8:-7.1252985 9:-3.9547863 10:-5.877244 11:-1.5385357 12:-2.313621 13:4.2819242 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:163.40977 2:-6.25204 3:10.166759 4:0.6334512 5:6.175846 6:2.5018234 7:-1.3759817 8:-7.1252985 9:-3.9547863 10:-5.877244 11:-1.5385357 12:-2.313621 13:4.2819242 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:163.35646 2:-4.837781 3:8.314824 4:2.2220697 5:3.0486484 6:0.9104258 7:-0.85028154 8:-2.3081868 9:3.4634454 10:-2.2479687 11:0.3444218 12:-3.2714562 13:5.520476 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:163.35646 2:-4.837781 3:8.314824 4:2.2220697 5:3.0486484 6:0.9104258 7:-0.85028154 8:-2.3081868 9:3.4634454 10:-2.2479687 11:0.3444218 12:-3.2714562 13:5.520476 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:158.62538 2:-4.9381475 3:9.672773 4:-1.337193 5:5.4992876 6:-0.36371756 7:-2.644888 8:-3.5855935 9:-0.7815865 10:-3.0868533 11:-0.3741537 12:-2.4909892 13:2.7174168 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:158.62538 2:-4.9381475 3:9.672773 4:-1.337193 5:5.4992876 6:-0.36371756 7:-2.644888 8:-3.5855935 9:-0.7815865 10:-3.0868533 11:-0.3741537 12:-2.4909892 13:2.7174168 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:157.63571 2:-3.9654646 3:9.988198 4:-1.0693974 5:2.8747785 6:-2.267207 7:-0.43860015 8:-1.2575611 9:-0.65278155 10:-2.4502888 11:1.6273841 12:-0.8886414 13:3.620425 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:157.63571 2:-3.9654646 3:9.988198 4:-1.0693974 5:2.8747785 6:-2.267207 7:-0.43860015 8:-1.2575611 9:-0.65278155 10:-2.4502888 11:1.6273841 12:-0.8886414 13:3.620425 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:160.28964 2:-7.549476 3:8.865697 4:1.4158899 5:0.765424 6:-3.47863 7:1.4849743 8:0.3620682 9:-0.10310241 10:-1.4888622 11:0.57018924 12:-3.5565376 13:1.4511876 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:160.28964 2:-7.549476 3:8.865697 4:1.4158899 5:0.765424 6:-3.47863 7:1.4849743 8:0.3620682 9:-0.10310241 10:-1.4888622 11:0.57018924 12:-3.5565376 13:1.4511876 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:162.54012 2:-1.5003511 3:14.60699 4:-1.0804204 5:1.5493803 6:1.7231189 7:0.5383648 8:-3.561966 9:1.0772593 10:-0.3704884 11:-0.023734156 12:-4.168274 13:3.8201962 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:162.54012 2:-1.5003511 3:14.60699 4:-1.0804204 5:1.5493803 6:1.7231189 7:0.5383648 8:-3.561966 9:1.0772593 10:-0.3704884 11:-0.023734156 12:-4.168274 13:3.8201962 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:157.1366 2:-3.166677 3:9.476859 4:-0.88876516 5:3.617905 6:-2.9797168 7:-3.7168298 8:-0.4240519 9:0.56856567 10:-3.0939202 11:2.9030762 12:-1.9168019 13:2.5320637 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:157.1366 2:-3.166677 3:9.476859 4:-0.88876516 5:3.617905 6:-2.9797168 7:-3.7168298 8:-0.4240519 9:0.56856567 10:-3.0939202 11:2.9030762 12:-1.9168019 13:2.5320637 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:160.02438 2:-0.8785677 3:9.4318695 4:0.46602997 5:1.1993634 6:-0.7544976 7:0.8083026 8:-0.9573547 9:2.7491007 10:-4.451309 11:0.804241 12:-2.470571 13:5.536089 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:160.02438 2:-0.8785677 3:9.4318695 4:0.46602997 5:1.1993634 6:-0.7544976 7:0.8083026 8:-0.9573547 9:2.7491007 10:-4.451309 11:0.804241 12:-2.470571 13:5.536089 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:172.86858 2:-4.4840918 3:8.026551 4:-1.1116368 5:-4.8585196 6:1.3551264 7:-3.4151657 8:-2.2565408 9:2.3170192 10:-4.518821 11:3.3331513 12:-3.3685582 13:5.305935 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:172.86858 2:-4.4840918 3:8.026551 4:-1.1116368 5:-4.8585196 6:1.3551264 7:-3.4151657 8:-2.2565408 9:2.3170192 10:-4.518821 11:3.3331513 12:-3.3685582 13:5.305935 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:157.29022 2:-3.9770894 3:7.1072564 4:-1.9222115 5:5.1053014 6:2.0971 7:-2.194665 8:-4.5138965 9:3.8793218 10:-1.5689833 11:3.226719 12:-2.2886825 13:4.532254 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:157.29022 2:-3.9770894 3:7.1072564 4:-1.9222115 5:5.1053014 6:2.0971 7:-2.194665 8:-4.5138965 9:3.8793218 10:-1.5689833 11:3.226719 12:-2.2886825 13:4.532254 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:157.59882 2:0.9966398 3:8.242482 4:-1.086303 5:2.9276044 6:-2.6842844 7:-1.4655352 8:-1.6841841 9:3.4403338 10:-3.3942316 11:4.337416 12:-4.5315375 13:2.2219033 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:157.59882 2:0.9966398 3:8.242482 4:-1.086303 5:2.9276044 6:-2.6842844 7:-1.4655352 8:-1.6841841 9:3.4403338 10:-3.3942316 11:4.337416 12:-4.5315375 13:2.2219033 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:156.28741 2:-2.282859 3:6.7409577 4:-0.7556562 5:2.2430842 6:0.4695071 7:1.58498 8:-1.4282265 9:2.370824 10:-1.2935153 11:5.5681076 12:-3.1897557 13:4.171242 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:156.28741 2:-2.282859 3:6.7409577 4:-0.7556562 5:2.2430842 6:0.4695071 7:1.58498 8:-1.4282265 9:2.370824 10:-1.2935153 11:5.5681076 12:-3.1897557 13:4.171242 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:153.11128 2:-3.216231 3:7.789269 4:2.8205729 5:2.3736205 6:-0.28537327 7:1.1037581 8:-3.6956873 9:1.0671848 10:-1.5128031 11:2.2197387 12:-3.963672 13:4.9763074 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:153.11128 2:-3.216231 3:7.789269 4:2.8205729 5:2.3736205 6:-0.28537327 7:1.1037581 8:-3.6956873 9:1.0671848 10:-1.5128031 11:2.2197387 12:-3.963672 13:4.9763074 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:155.70985 2:-6.851308 3:4.341999 4:2.4820576 5:1.1446679 6:-3.3132725 7:3.4524167 8:-1.0719969 9:0.7311674 10:1.0121439 11:6.0816445 12:-0.4333739 13:4.436657 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
2 1:155.70985 2:-6.851308 3:4.341999 4:2.4820576 5:1.1446679 6:-3.3132725 7:3.4524167 8:-1.0719969 9:0.7311674 10:1.0121439 11:6.0816445 12:-0.4333739 13:4.436657 14:87.729836 15:6.982411 16:0.5503055 17:-2.3239918 18:0.1642559 19:-0.19592805 20:1.3230845 21:-3.0433154 22:2.7687907 23:-1.2775491 24:2.7528856 25:-1.5906817 26:0.5477389 
