2 1:192.33655 2:2.7681916 3:10.034765 4:-1.5802139 5:3.1046464 6:-5.5547915 7:5.25777 8:-5.155006 9:4.1313195 10:-3.8605428 11:3.0578318 12:-3.555891 13:2.9730716 14:192.33655 15:2.7681916 16:10.034765 17:-1.5802139 18:3.1046464 19:-5.5547915 20:5.25777 21:-5.155006 22:4.1313195 23:-3.8605428 24:3.0578318 25:-3.555891 26:2.9730716 
2 1:140.13376 2:0.5283759 3:7.542687 4:-4.3800344 5:6.7161508 6:-5.598663 7:5.0537395 8:-5.054605 9:5.8706913 10:-5.5621653 11:4.9629707 12:-5.11851 13:5.326895 14:140.13376 15:0.5283759 16:7.542687 17:-4.3800344 18:6.7161508 19:-5.598663 20:5.0537395 21:-5.054605 22:5.8706913 23:-5.5621653 24:4.9629707 25:-5.11851 26:5.326895 
2 1:148.1217 2:1.2314239 3:7.5499883 4:-3.631858 5:6.0212193 6:-5.021047 7:4.6243205 8:-4.279287 9:5.325041 10:-4.44524 11:4.633619 12:-4.7022996 13:4.9974446 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:148.1217 2:1.2314239 3:7.5499883 4:-3.631858 5:6.0212193 6:-5.021047 7:4.6243205 8:-4.279287 9:5.325041 10:-4.44524 11:4.633619 12:-4.7022996 13:4.9974446 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:144.02365 2:1.9298565 3:7.6968412 4:-3.522169 5:5.63152 6:-4.5378394 7:4.88947 8:-4.092825 9:4.7266645 10:-4.2234864 11:4.297716 12:-4.5799866 13:4.5868254 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:144.02365 2:1.9298565 3:7.6968412 4:-3.522169 5:5.63152 6:-4.5378394 7:4.88947 8:-4.092825 9:4.7266645 10:-4.2234864 11:4.297716 12:-4.5799866 13:4.5868254 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:135.97516 2:1.8939346 3:7.7765603 4:-3.8177133 5:4.7998548 6:-4.016586 7:4.147308 8:-3.6251912 9:5.2149925 10:-3.41298 11:4.5465693 12:-4.0182157 13:5.010198 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:135.97516 2:1.8939346 3:7.7765603 4:-3.8177133 5:4.7998548 6:-4.016586 7:4.147308 8:-3.6251912 9:5.2149925 10:-3.41298 11:4.5465693 12:-4.0182157 13:5.010198 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:130.27303 2:2.6276665 3:7.2876368 4:-2.1075964 5:4.449793 6:-3.1227252 7:3.9943354 8:-3.5526977 9:4.4105816 10:-3.2175872 11:3.115574 12:-3.3891673 13:4.5854383 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:130.27303 2:2.6276665 3:7.2876368 4:-2.1075964 5:4.449793 6:-3.1227252 7:3.9943354 8:-3.5526977 9:4.4105816 10:-3.2175872 11:3.115574 12:-3.3891673 13:4.5854383 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:142.09067 2:6.692006 3:7.5126214 4:-2.4686737 5:4.351168 6:-2.8198261 7:4.152159 8:-5.6355314 9:6.26582 10:-2.8142116 11:2.7353857 12:-3.509127 13:4.168208 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:142.09067 2:6.692006 3:7.5126214 4:-2.4686737 5:4.351168 6:-2.8198261 7:4.152159 8:-5.6355314 9:6.26582 10:-2.8142116 11:2.7353857 12:-3.509127 13:4.168208 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
2 1:144.71475 2:6.535243 3:9.003059 4:-1.9956518 5:4.454216 6:-3.2799459 7:5.2748284 8:-3.8375268 9:4.439468 10:-1.2903122 11:5.1680818 12:-1.4008366 13:3.519078 14:56.32539 15:0.8095109 16:2.085632 17:2.1998153 18:0.7728283 19:-1.8984566 20:1.875494 21:-0.6849171 22:0.7140013 23:-1.0555927 24:1.3153839 25:-0.5003473 26:1.3961017 
