2 1:193.34517 2:2.556178 3:9.694331 4:-1.4118823 5:3.7421381 6:-6.0055037 7:5.2946215 8:-4.9064803 9:3.9754722 10:-3.5855186 11:2.779204 12:-3.3263533 13:3.0141938 14:193.34517 15:2.556178 16:9.694331 17:-1.4118823 18:3.7421381 19:-6.0055037 20:5.2946215 21:-4.9064803 22:3.9754722 23:-3.5855186 24:2.779204 25:-3.3263533 26:3.0141938 
2 1:143.86853 2:0.8568476 3:7.9876204 4:-4.7863536 5:6.037796 6:-5.4024076 7:4.7638073 8:-5.530122 9:5.456901 10:-4.8759813 11:4.9038386 12:-5.0042176 13:5.4623756 14:143.86853 15:0.8568476 16:7.9876204 17:-4.7863536 18:6.037796 19:-5.4024076 20:4.7638073 21:-5.530122 22:5.456901 23:-4.8759813 24:4.9038386 25:-5.0042176 26:5.4623756 
2 1:145.76294 2:1.5393969 3:8.041738 4:-3.9061959 5:5.9735684 6:-4.787633 7:4.943213 8:-4.913053 9:5.3970017 10:-4.351681 11:4.6821637 12:-4.888295 13:5.0227833 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:145.76294 2:1.5393969 3:8.041738 4:-3.9061959 5:5.9735684 6:-4.787633 7:4.943213 8:-4.913053 9:5.3970017 10:-4.351681 11:4.6821637 12:-4.888295 13:5.0227833 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:146.04733 2:2.0623474 3:7.4377155 4:-3.8178976 5:5.439128 6:-4.3038654 7:4.6214943 8:-4.3666134 9:4.5395727 10:-4.2833047 11:4.360428 12:-4.471971 13:4.788962 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:146.04733 2:2.0623474 3:7.4377155 4:-3.8178976 5:5.439128 6:-4.3038654 7:4.6214943 8:-4.3666134 9:4.5395727 10:-4.2833047 11:4.360428 12:-4.471971 13:4.788962 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:136.38202 2:1.730944 3:7.311557 4:-3.2682676 5:5.2890277 6:-3.3960814 7:4.05849 8:-3.92336 9:4.213148 10:-3.9627306 11:4.254851 12:-4.1768913 13:4.4538107 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:136.38202 2:1.730944 3:7.311557 4:-3.2682676 5:5.2890277 6:-3.3960814 7:4.05849 8:-3.92336 9:4.213148 10:-3.9627306 11:4.254851 12:-4.1768913 13:4.4538107 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:124.11723 2:1.904399 3:7.0093937 4:-2.9116642 5:4.849108 6:-3.1480315 7:5.4416256 8:-2.8896675 9:4.6453323 10:-2.9054968 11:4.7549567 12:-3.120908 13:4.8054676 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:124.11723 2:1.904399 3:7.0093937 4:-2.9116642 5:4.849108 6:-3.1480315 7:5.4416256 8:-2.8896675 9:4.6453323 10:-2.9054968 11:4.7549567 12:-3.120908 13:4.8054676 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:135.2701 2:4.343481 3:6.518924 4:-3.5448556 5:5.4615536 6:-4.4074373 7:3.8361623 8:-2.966342 9:3.2025797 10:-2.4549477 11:5.442511 12:-2.3824768 13:5.2119637 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:135.2701 2:4.343481 3:6.518924 4:-3.5448556 5:5.4615536 6:-4.4074373 7:3.8361623 8:-2.966342 9:3.2025797 10:-2.4549477 11:5.442511 12:-2.3824768 13:5.2119637 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:139.62317 2:4.0697107 3:5.152058 4:-4.233093 5:2.8873093 6:-3.1295037 7:3.5049024 8:-1.1153653 9:4.7675886 10:-3.5487714 11:4.6910768 12:-4.41583 13:5.88136 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:139.62317 2:4.0697107 3:5.152058 4:-4.233093 5:2.8873093 6:-3.1295037 7:3.5049024 8:-1.1153653 9:4.7675886 10:-3.5487714 11:4.6910768 12:-4.41583 13:5.88136 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:136.57895 2:3.9402947 3:3.735078 4:-7.2910624 5:5.285334 6:-3.098628 7:4.029812 8:0.5143403 9:2.646867 10:-6.0106816 11:4.3805633 12:-4.4871764 13:5.7179675 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:136.57895 2:3.9402947 3:3.735078 4:-7.2910624 5:5.285334 6:-3.098628 7:4.029812 8:0.5143403 9:2.646867 10:-6.0106816 11:4.3805633 12:-4.4871764 13:5.7179675 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:136.85959 2:6.564494 3:8.555299 4:-5.255515 5:8.603498 6:-3.4625459 7:4.9596176 8:-3.5930984 9:1.9950515 10:-3.374482 11:5.817984 12:-3.3817544 13:5.5988884 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:136.85959 2:6.564494 3:8.555299 4:-5.255515 5:8.603498 6:-3.4625459 7:4.9596176 8:-3.5930984 9:1.9950515 10:-3.374482 11:5.817984 12:-3.3817544 13:5.5988884 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:142.40298 2:5.0693073 3:9.666333 4:-3.8857467 5:5.8257217 6:-1.3141712 7:3.0370314 8:-5.489641 9:2.4701905 10:-2.5672817 11:5.008972 12:-3.7697542 13:6.042492 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:142.40298 2:5.0693073 3:9.666333 4:-3.8857467 5:5.8257217 6:-1.3141712 7:3.0370314 8:-5.489641 9:2.4701905 10:-2.5672817 11:5.008972 12:-3.7697542 13:6.042492 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:145.62695 2:6.6671433 3:8.219539 4:-1.4752977 5:6.3017173 6:-1.2171156 7:5.269781 8:-4.598362 9:5.138256 10:-5.357626 11:1.6375794 12:-2.4536564 13:5.958818 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:145.62695 2:6.6671433 3:8.219539 4:-1.4752977 5:6.3017173 6:-1.2171156 7:5.269781 8:-4.598362 9:5.138256 10:-5.357626 11:1.6375794 12:-2.4536564 13:5.958818 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:138.87418 2:2.78321 3:6.948989 4:-3.9024491 5:5.9652915 6:-2.7195137 7:5.281291 8:-3.028797 9:5.2822547 10:-3.268628 11:3.7811813 12:-2.1231682 13:4.1424456 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:138.87418 2:2.78321 3:6.948989 4:-3.9024491 5:5.9652915 6:-2.7195137 7:5.281291 8:-3.028797 9:5.2822547 10:-3.268628 11:3.7811813 12:-2.1231682 13:4.1424456 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:142.3693 2:3.5649252 3:5.8297296 4:-3.5735428 5:4.306004 6:-3.7700574 7:6.2456813 8:-3.2777178 9:5.0561 10:-3.3337111 11:6.0409985 12:-2.7020898 13:4.0685267 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:142.3693 2:3.5649252 3:5.8297296 4:-3.5735428 5:4.306004 6:-3.7700574 7:6.2456813 8:-3.2777178 9:5.0561 10:-3.3337111 11:6.0409985 12:-2.7020898 13:4.0685267 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:143.10919 2:7.1687484 3:8.596565 4:-5.949224 5:7.004367 6:-6.6911798 7:5.2653565 8:-0.4964822 9:4.068606 10:-2.4605095 11:3.5189726 12:-3.9549158 13:6.078614 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:143.10919 2:7.1687484 3:8.596565 4:-5.949224 5:7.004367 6:-6.6911798 7:5.2653565 8:-0.4964822 9:4.068606 10:-2.4605095 11:3.5189726 12:-3.9549158 13:6.078614 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:138.97179 2:3.763813 3:7.2838545 4:-3.7724528 5:4.109691 6:-2.5448396 7:4.905074 8:-4.522078 9:4.137401 10:-4.269035 11:4.1173077 12:-4.4038396 13:5.0382094 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:138.97179 2:3.763813 3:7.2838545 4:-3.7724528 5:4.109691 6:-2.5448396 7:4.905074 8:-4.522078 9:4.137401 10:-4.269035 11:4.1173077 12:-4.4038396 13:5.0382094 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:140.06909 2:3.2714705 3:9.216586 4:1.0021051 5:6.4355946 6:-1.1910539 7:2.4505608 8:-4.7117324 9:2.7622645 10:-4.541946 11:4.874447 12:-1.1669078 13:6.3595285 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:140.06909 2:3.2714705 3:9.216586 4:1.0021051 5:6.4355946 6:-1.1910539 7:2.4505608 8:-4.7117324 9:2.7622645 10:-4.541946 11:4.874447 12:-1.1669078 13:6.3595285 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:136.46968 2:4.886369 3:10.671546 4:-1.5081978 5:2.979553 6:-5.611984 7:1.256138 8:-4.970628 9:6.9837275 10:-0.8703301 11:5.4139075 12:-1.8590541 13:7.261323 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
2 1:136.46968 2:4.886369 3:10.671546 4:-1.5081978 5:2.979553 6:-5.611984 7:1.256138 8:-4.970628 9:6.9837275 10:-0.8703301 11:5.4139075 12:-1.8590541 13:7.261323 14:73.94395 15:1.747298 16:4.410258 17:2.066541 18:0.21793148 19:-2.3523898 20:-0.04116387 21:-0.6217566 22:0.46568874 23:-1.0508461 24:1.3121787 25:-0.8065627 26:0.89502275 
