1 1:-39.68577 2:-15.580724 3:5.9935546 4:-11.56743 5:1.2343332 6:2.2139473 7:-4.499535 8:-0.021773398 9:2.4470057 10:-2.2029264 11:0.22550021 12:0.72049886 13:-0.4102013 14:-39.68577 15:-15.580724 16:5.9935546 17:-11.56743 18:1.2343332 19:2.2139473 20:-4.499535 21:-0.021773398 22:2.4470057 23:-2.2029264 24:0.22550021 25:0.72049886 26:-0.4102013 
1 1:206.14781 2:2.7154448 3:3.3444154 4:0.96715164 5:6.223226 6:-1.8633578 7:1.1330947 8:-3.4853346 9:5.6634564 10:0.43767402 11:2.8576531 12:-3.9836063 13:3.0893235 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:206.14781 2:2.7154448 3:3.3444154 4:0.96715164 5:6.223226 6:-1.8633578 7:1.1330947 8:-3.4853346 9:5.6634564 10:0.43767402 11:2.8576531 12:-3.9836063 13:3.0893235 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:204.69897 2:1.7107893 3:6.3326354 4:1.3002207 5:5.240716 6:-4.843229 7:2.4693367 8:-0.4653123 9:4.884663 10:-2.3574233 11:-2.0055578 12:-4.074218 13:2.879202 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:204.69897 2:1.7107893 3:6.3326354 4:1.3002207 5:5.240716 6:-4.843229 7:2.4693367 8:-0.4653123 9:4.884663 10:-2.3574233 11:-2.0055578 12:-4.074218 13:2.879202 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:206.36096 2:4.0218263 3:6.4546456 4:-1.3154293 5:7.338774 6:-0.38772157 7:4.247769 8:-0.9091959 9:5.22103 10:-1.0063866 11:1.3128031 12:-3.0322444 13:0.3229105 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:206.36096 2:4.0218263 3:6.4546456 4:-1.3154293 5:7.338774 6:-0.38772157 7:4.247769 8:-0.9091959 9:5.22103 10:-1.0063866 11:1.3128031 12:-3.0322444 13:0.3229105 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:208.98837 2:4.534974 3:4.5192738 4:-0.7275217 5:6.8352003 6:-1.7326188 7:3.788207 8:-2.4029775 9:3.2256885 10:-2.4110043 11:2.681384 12:-4.6549478 13:2.2083466 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:208.98837 2:4.534974 3:4.5192738 4:-0.7275217 5:6.8352003 6:-1.7326188 7:3.788207 8:-2.4029775 9:3.2256885 10:-2.4110043 11:2.681384 12:-4.6549478 13:2.2083466 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:206.72964 2:3.013209 3:2.5658152 4:-0.20498365 5:6.490408 6:-1.286878 7:2.8057802 8:-2.8595538 9:4.954065 10:-3.234448 11:1.0159667 12:-3.5170455 13:3.2448394 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:206.72964 2:3.013209 3:2.5658152 4:-0.20498365 5:6.490408 6:-1.286878 7:2.8057802 8:-2.8595538 9:4.954065 10:-3.234448 11:1.0159667 12:-3.5170455 13:3.2448394 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:210.46344 2:5.171762 3:4.9885764 4:-0.16505438 5:3.7629528 6:-2.5733075 7:0.4562944 8:-5.00503 9:5.2505393 10:0.8963003 11:2.552609 12:-4.9255624 13:3.1863816 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:210.46344 2:5.171762 3:4.9885764 4:-0.16505438 5:3.7629528 6:-2.5733075 7:0.4562944 8:-5.00503 9:5.2505393 10:0.8963003 11:2.552609 12:-4.9255624 13:3.1863816 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:207.73174 2:4.693308 3:5.177325 4:-0.7857243 5:6.323379 6:2.1022666 7:6.2122207 8:-5.0733113 9:2.1051996 10:-0.8309648 11:1.6692356 12:-3.3573568 13:3.6266973 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:207.73174 2:4.693308 3:5.177325 4:-0.7857243 5:6.323379 6:2.1022666 7:6.2122207 8:-5.0733113 9:2.1051996 10:-0.8309648 11:1.6692356 12:-3.3573568 13:3.6266973 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:209.79268 2:4.933058 3:7.3602 4:1.3865799 5:7.00246 6:1.52327 7:4.1903205 8:-3.190882 9:5.893175 10:-0.7408875 11:2.2494988 12:-3.3170264 13:2.6421726 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:209.79268 2:4.933058 3:7.3602 4:1.3865799 5:7.00246 6:1.52327 7:4.1903205 8:-3.190882 9:5.893175 10:-0.7408875 11:2.2494988 12:-3.3170264 13:2.6421726 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:206.55093 2:3.565257 3:3.0278294 4:0.07942154 5:8.287448 6:-2.575095 7:0.5705595 8:-4.014982 9:5.26106 10:0.5307658 11:1.988534 12:-5.947492 13:1.1873772 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:206.55093 2:3.565257 3:3.0278294 4:0.07942154 5:8.287448 6:-2.575095 7:0.5705595 8:-4.014982 9:5.26106 10:0.5307658 11:1.988534 12:-5.947492 13:1.1873772 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:208.86671 2:1.2487428 3:3.9816053 4:1.2004519 5:7.141066 6:1.8507841 7:2.553655 8:-6.088872 9:2.2510815 10:-0.089959 11:2.2033024 12:-4.925502 13:0.82839143 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:208.86671 2:1.2487428 3:3.9816053 4:1.2004519 5:7.141066 6:1.8507841 7:2.553655 8:-6.088872 9:2.2510815 10:-0.089959 11:2.2033024 12:-4.925502 13:0.82839143 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:204.73428 2:4.5917783 3:5.3019137 4:1.8487089 5:10.276988 6:-0.28789526 7:2.3779845 8:-3.469001 9:2.7579212 10:-3.6982954 11:1.285692 12:-1.3563529 13:1.8625329 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:204.73428 2:4.5917783 3:5.3019137 4:1.8487089 5:10.276988 6:-0.28789526 7:2.3779845 8:-3.469001 9:2.7579212 10:-3.6982954 11:1.285692 12:-1.3563529 13:1.8625329 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:211.3543 2:3.030485 3:2.2440343 4:-1.8478281 5:9.421957 6:-0.34172451 7:1.8848711 8:-4.699831 9:2.67378 10:-1.1592784 11:0.27518398 12:-6.2864575 13:0.366504 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:211.3543 2:3.030485 3:2.2440343 4:-1.8478281 5:9.421957 6:-0.34172451 7:1.8848711 8:-4.699831 9:2.67378 10:-1.1592784 11:0.27518398 12:-6.2864575 13:0.366504 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:212.94409 2:3.291395 3:3.6733596 4:0.8626104 5:7.6087437 6:-3.200961 7:2.0740783 8:-4.8818173 9:0.9281377 10:-4.583173 11:0.817958 12:-5.3911457 13:-0.6167834 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:212.94409 2:3.291395 3:3.6733596 4:0.8626104 5:7.6087437 6:-3.200961 7:2.0740783 8:-4.8818173 9:0.9281377 10:-4.583173 11:0.817958 12:-5.3911457 13:-0.6167834 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:211.26431 2:5.029507 3:2.2974718 4:0.24270737 5:9.228384 6:-1.3330644 7:4.056236 8:-3.6242106 9:4.5611725 10:-3.9341412 11:1.1772751 12:-1.8376119 13:0.89556366 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:211.26431 2:5.029507 3:2.2974718 4:0.24270737 5:9.228384 6:-1.3330644 7:4.056236 8:-3.6242106 9:4.5611725 10:-3.9341412 11:1.1772751 12:-1.8376119 13:0.89556366 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:219.93623 2:7.957326 3:4.7675757 4:2.959608 5:11.012189 6:0.54920834 7:2.0641162 8:-4.707824 9:3.9928048 10:-4.0131006 11:1.9460905 12:-5.2526956 13:3.2183878 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:219.93623 2:7.957326 3:4.7675757 4:2.959608 5:11.012189 6:0.54920834 7:2.0641162 8:-4.707824 9:3.9928048 10:-4.0131006 11:1.9460905 12:-5.2526956 13:3.2183878 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:233.9851 2:17.89579 3:13.986049 4:1.754025 5:14.322887 6:-1.1611997 7:2.1257846 8:-8.549377 9:4.991862 10:-2.718254 11:1.8154657 12:-3.8908966 13:3.4346306 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:233.9851 2:17.89579 3:13.986049 4:1.754025 5:14.322887 6:-1.1611997 7:2.1257846 8:-8.549377 9:4.991862 10:-2.718254 11:1.8154657 12:-3.8908966 13:3.4346306 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:254.5465 2:18.143291 3:11.705748 4:1.8968652 5:14.309171 6:-1.0733603 7:3.7553618 8:-10.08931 9:2.8584492 10:-3.5375905 11:2.1856086 12:-2.80455 13:4.4432673 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:254.5465 2:18.143291 3:11.705748 4:1.8968652 5:14.309171 6:-1.0733603 7:3.7553618 8:-10.08931 9:2.8584492 10:-3.5375905 11:2.1856086 12:-2.80455 13:4.4432673 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:274.62802 2:24.641954 3:10.264704 4:-5.879179 5:9.286312 6:-5.0653353 7:2.9639301 8:-6.969184 9:4.054283 10:-3.1842468 11:1.8801852 12:-3.905088 13:3.9999974 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:274.62802 2:24.641954 3:10.264704 4:-5.879179 5:9.286312 6:-5.0653353 7:2.9639301 8:-6.969184 9:4.054283 10:-3.1842468 11:1.8801852 12:-3.905088 13:3.9999974 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:287.9176 2:26.294012 3:5.344681 4:-8.416892 5:7.6345186 6:-1.1463407 7:1.7613933 8:-7.7206187 9:4.3161545 10:-4.6326857 11:5.2233334 12:-4.929087 13:3.662929 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:287.9176 2:26.294012 3:5.344681 4:-8.416892 5:7.6345186 6:-1.1463407 7:1.7613933 8:-7.7206187 9:4.3161545 10:-4.6326857 11:5.2233334 12:-4.929087 13:3.662929 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:294.75024 2:23.404583 3:1.410921 4:-9.597336 5:7.9734716 6:0.47206444 7:0.55932266 8:-6.1494994 9:4.941647 10:-4.1535654 11:5.7546167 12:-6.836447 13:4.460972 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:294.75024 2:23.404583 3:1.410921 4:-9.597336 5:7.9734716 6:0.47206444 7:0.55932266 8:-6.1494994 9:4.941647 10:-4.1535654 11:5.7546167 12:-6.836447 13:4.460972 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:302.95386 2:19.44313 3:-0.60168934 4:-7.433541 5:6.126829 6:2.3181095 7:-1.0436059 8:-4.2196183 9:5.599628 10:-3.415291 11:4.8368635 12:-7.9330416 13:5.3453984 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:302.95386 2:19.44313 3:-0.60168934 4:-7.433541 5:6.126829 6:2.3181095 7:-1.0436059 8:-4.2196183 9:5.599628 10:-3.415291 11:4.8368635 12:-7.9330416 13:5.3453984 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:304.77515 2:17.86957 3:-2.697466 4:-4.1912007 5:6.1692824 6:1.3478533 7:-0.8832422 8:-3.6736627 9:8.1173725 10:-5.2835526 11:4.942927 12:-7.7718916 13:5.693967 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:304.77515 2:17.86957 3:-2.697466 4:-4.1912007 5:6.1692824 6:1.3478533 7:-0.8832422 8:-3.6736627 9:8.1173725 10:-5.2835526 11:4.942927 12:-7.7718916 13:5.693967 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:310.05594 2:12.739121 3:-4.8073826 4:-0.07633032 5:3.8469903 6:0.28390673 7:-1.2797164 8:-2.5501556 9:9.61388 10:-5.7083645 11:4.982501 12:-6.9380517 13:5.4957395 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:310.05594 2:12.739121 3:-4.8073826 4:-0.07633032 5:3.8469903 6:0.28390673 7:-1.2797164 8:-2.5501556 9:9.61388 10:-5.7083645 11:4.982501 12:-6.9380517 13:5.4957395 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:311.91016 2:11.811362 3:-4.2607517 4:1.3245059 5:4.6953983 6:-2.3765876 7:-1.4156928 8:-3.3647788 9:10.558602 10:-5.8826537 11:3.7584436 12:-5.503208 13:4.4570217 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:311.91016 2:11.811362 3:-4.2607517 4:1.3245059 5:4.6953983 6:-2.3765876 7:-1.4156928 8:-3.3647788 9:10.558602 10:-5.8826537 11:3.7584436 12:-5.503208 13:4.4570217 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:312.2487 2:11.734579 3:-3.8533583 4:3.3961222 5:3.9028585 6:-3.6947832 7:0.69285387 8:-2.3714678 9:9.7051735 10:-6.030621 11:5.0113916 12:-4.216805 13:3.828224 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:312.2487 2:11.734579 3:-3.8533583 4:3.3961222 5:3.9028585 6:-3.6947832 7:0.69285387 8:-2.3714678 9:9.7051735 10:-6.030621 11:5.0113916 12:-4.216805 13:3.828224 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:315.57135 2:9.252961 3:-1.5705965 4:6.8561273 5:0.9024429 6:-4.0657997 7:1.5748824 8:-3.0749571 9:7.805814 10:-5.985524 11:6.1809297 12:-4.882588 13:2.7480054 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:315.57135 2:9.252961 3:-1.5705965 4:6.8561273 5:0.9024429 6:-4.0657997 7:1.5748824 8:-3.0749571 9:7.805814 10:-5.985524 11:6.1809297 12:-4.882588 13:2.7480054 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:311.94992 2:11.033434 3:0.9417604 4:10.666107 5:-1.4021673 6:-4.7050724 7:1.5225673 8:-4.3470917 9:7.7010083 10:-5.918365 11:6.3934 12:-6.5800576 13:4.4068713 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:311.94992 2:11.033434 3:0.9417604 4:10.666107 5:-1.4021673 6:-4.7050724 7:1.5225673 8:-4.3470917 9:7.7010083 10:-5.918365 11:6.3934 12:-6.5800576 13:4.4068713 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:313.7176 2:7.237211 3:5.1316047 4:11.628139 5:-1.5070059 6:-4.0117874 7:1.2300305 8:-6.199773 9:5.70047 10:-3.923658 11:7.475558 12:-6.6629515 13:2.9437907 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:313.7176 2:7.237211 3:5.1316047 4:11.628139 5:-1.5070059 6:-4.0117874 7:1.2300305 8:-6.199773 9:5.70047 10:-3.923658 11:7.475558 12:-6.6629515 13:2.9437907 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:310.52136 2:6.5913477 3:7.2783666 4:13.071961 5:-1.9647183 6:-3.5223665 7:2.2944975 8:-6.329041 9:5.435602 10:-4.3382497 11:6.7043757 12:-6.4486485 13:3.3251362 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:310.52136 2:6.5913477 3:7.2783666 4:13.071961 5:-1.9647183 6:-3.5223665 7:2.2944975 8:-6.329041 9:5.435602 10:-4.3382497 11:6.7043757 12:-6.4486485 13:3.3251362 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:310.43347 2:7.0708885 3:8.281125 4:13.95384 5:-0.9848935 6:-3.8342423 7:2.54478 8:-5.5365877 9:4.9223366 10:-5.624958 11:4.7450504 12:-5.570193 13:3.5996292 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:310.43347 2:7.0708885 3:8.281125 4:13.95384 5:-0.9848935 6:-3.8342423 7:2.54478 8:-5.5365877 9:4.9223366 10:-5.624958 11:4.7450504 12:-5.570193 13:3.5996292 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:306.25397 2:7.8315015 3:7.6723437 4:16.696218 5:2.1030278 6:-4.312524 7:2.0091097 8:-6.3200417 9:4.3384786 10:-6.0535045 11:5.4422836 12:-6.4908156 13:2.40636 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:306.25397 2:7.8315015 3:7.6723437 4:16.696218 5:2.1030278 6:-4.312524 7:2.0091097 8:-6.3200417 9:4.3384786 10:-6.0535045 11:5.4422836 12:-6.4908156 13:2.40636 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:290.24094 2:12.903228 3:7.530574 4:14.506577 5:8.380502 6:-5.596422 7:0.62326163 8:-5.897937 9:5.850459 10:-8.01876 11:3.8731494 12:-4.5304074 13:3.8641307 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
1 1:290.24094 2:12.903228 3:7.530574 4:14.506577 5:8.380502 6:-5.596422 7:0.62326163 8:-5.897937 9:5.850459 10:-8.01876 11:3.8731494 12:-4.5304074 13:3.8641307 14:92.50271 15:6.591336 16:-0.08544185 17:-2.5366697 18:-0.5770082 19:-0.27044666 20:0.74610984 21:-1.8298755 22:1.8821014 23:-0.82672024 24:2.8776083 25:-2.0909145 26:1.2557629 
