1 1:123.95389 2:7.868743 3:3.2852304 4:-8.001505 5:1.187908 6:-4.3383017 7:2.9859705 8:-2.7042012 9:2.483139 10:-3.9473264 11:3.9909215 12:-2.1826646 13:0.5126116 14:123.95389 15:7.868743 16:3.2852304 17:-8.001505 18:1.187908 19:-4.3383017 20:2.9859705 21:-2.7042012 22:2.483139 23:-3.9473264 24:3.9909215 25:-2.1826646 26:0.5126116 
1 1:255.22495 2:16.076786 3:8.085194 4:-2.428464 5:7.010413 6:-1.632358 7:5.728534 8:-4.6584587 9:4.3535175 10:-3.8822792 11:3.2448158 12:-5.893342 13:2.7123482 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:255.22495 2:16.076786 3:8.085194 4:-2.428464 5:7.010413 6:-1.632358 7:5.728534 8:-4.6584587 9:4.3535175 10:-3.8822792 11:3.2448158 12:-5.893342 13:2.7123482 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:256.3853 2:14.149705 3:6.678711 4:-2.857108 5:6.7736773 6:-2.518193 7:3.656541 8:-5.118314 9:1.2141122 10:-2.6827812 11:5.273851 12:-3.4854028 13:3.366176 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:256.3853 2:14.149705 3:6.678711 4:-2.857108 5:6.7736773 6:-2.518193 7:3.656541 8:-5.118314 9:1.2141122 10:-2.6827812 11:5.273851 12:-3.4854028 13:3.366176 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:265.37 2:9.964287 3:3.2404654 4:-0.5176207 5:6.2145686 6:-3.270559 7:5.83068 8:-5.2495327 9:2.9911323 10:-0.51092035 11:6.0750856 12:-3.762436 13:3.1404655 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:265.37 2:9.964287 3:3.2404654 4:-0.5176207 5:6.2145686 6:-3.270559 7:5.83068 8:-5.2495327 9:2.9911323 10:-0.51092035 11:6.0750856 12:-3.762436 13:3.1404655 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:272.26834 2:8.306538 3:2.889126 4:-0.8745901 5:3.3474166 6:-3.6161685 7:8.2328 8:-3.387224 9:4.8474097 10:-2.2992513 11:3.755302 12:-3.7187307 13:2.329366 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:272.26834 2:8.306538 3:2.889126 4:-0.8745901 5:3.3474166 6:-3.6161685 7:8.2328 8:-3.387224 9:4.8474097 10:-2.2992513 11:3.755302 12:-3.7187307 13:2.329366 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:268.92245 2:3.0082977 3:2.259011 4:-0.1146069 5:4.2208753 6:-3.5021868 7:5.41926 8:-4.76139 9:2.9141524 10:-1.7740532 11:1.8261364 12:-2.6041706 13:1.6774561 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:268.92245 2:3.0082977 3:2.259011 4:-0.1146069 5:4.2208753 6:-3.5021868 7:5.41926 8:-4.76139 9:2.9141524 10:-1.7740532 11:1.8261364 12:-2.6041706 13:1.6774561 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:265.4941 2:6.002341 3:1.1345519 4:0.4092336 5:5.9163423 6:-0.3842284 7:6.683056 8:-4.3777585 9:2.4504104 10:-1.7510432 11:2.2921326 12:-5.52481 13:2.2415135 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:265.4941 2:6.002341 3:1.1345519 4:0.4092336 5:5.9163423 6:-0.3842284 7:6.683056 8:-4.3777585 9:2.4504104 10:-1.7510432 11:2.2921326 12:-5.52481 13:2.2415135 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:259.20218 2:10.133058 3:7.314553 4:-0.9906354 5:4.4293604 6:-0.3287529 7:6.288378 8:-4.260594 9:4.895803 10:-0.9068673 11:2.4762862 12:-3.1885498 13:2.9549966 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:259.20218 2:10.133058 3:7.314553 4:-0.9906354 5:4.4293604 6:-0.3287529 7:6.288378 8:-4.260594 9:4.895803 10:-0.9068673 11:2.4762862 12:-3.1885498 13:2.9549966 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:244.1626 2:10.749271 3:5.5774426 4:-1.5965676 5:6.5166516 6:0.10001439 7:6.318181 8:-2.9830327 9:4.7140884 10:-2.7218323 11:2.8961203 12:-1.1412458 13:6.2942066 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:244.1626 2:10.749271 3:5.5774426 4:-1.5965676 5:6.5166516 6:0.10001439 7:6.318181 8:-2.9830327 9:4.7140884 10:-2.7218323 11:2.8961203 12:-1.1412458 13:6.2942066 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:241.22461 2:7.799385 3:3.9726157 4:-2.2246845 5:4.379326 6:-1.5663338 7:3.792312 8:-4.104591 9:4.2163243 10:-0.93565184 11:6.3647394 12:-2.4990733 13:2.877161 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:241.22461 2:7.799385 3:3.9726157 4:-2.2246845 5:4.379326 6:-1.5663338 7:3.792312 8:-4.104591 9:4.2163243 10:-0.93565184 11:6.3647394 12:-2.4990733 13:2.877161 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:231.78726 2:12.202284 3:5.28468 4:-1.3941377 5:4.428657 6:-5.1138 7:4.6668873 8:-3.8095472 9:4.064704 10:-1.5258297 11:4.070789 12:-1.5969347 13:5.583224 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:231.78726 2:12.202284 3:5.28468 4:-1.3941377 5:4.428657 6:-5.1138 7:4.6668873 8:-3.8095472 9:4.064704 10:-1.5258297 11:4.070789 12:-1.5969347 13:5.583224 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:223.93819 2:11.510682 3:5.065718 4:-1.1090524 5:6.77529 6:-0.9916368 7:2.9439788 8:-4.393654 9:3.9827294 10:-1.7096055 11:4.927256 12:-2.0727117 13:5.7161098 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:223.93819 2:11.510682 3:5.065718 4:-1.1090524 5:6.77529 6:-0.9916368 7:2.9439788 8:-4.393654 9:3.9827294 10:-1.7096055 11:4.927256 12:-2.0727117 13:5.7161098 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:226.12816 2:12.181915 3:8.988185 4:-1.5591131 5:5.4255466 6:-0.98353785 7:2.7554905 8:-4.540725 9:6.5816445 10:-3.793961 11:1.2172124 12:-4.045559 13:4.610908 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:226.12816 2:12.181915 3:8.988185 4:-1.5591131 5:5.4255466 6:-0.98353785 7:2.7554905 8:-4.540725 9:6.5816445 10:-3.793961 11:1.2172124 12:-4.045559 13:4.610908 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:229.19615 2:12.567155 3:8.75887 4:1.1159164 5:8.115981 6:-3.8562374 7:0.47834858 8:-3.0418522 9:5.7537627 10:-0.95670134 11:5.65217 12:-4.3419423 13:2.3794038 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:229.19615 2:12.567155 3:8.75887 4:1.1159164 5:8.115981 6:-3.8562374 7:0.47834858 8:-3.0418522 9:5.7537627 10:-0.95670134 11:5.65217 12:-4.3419423 13:2.3794038 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:226.39299 2:13.297947 3:5.6441827 4:1.0351193 5:6.5870657 6:-1.4507778 7:3.7592857 8:-3.0542114 9:7.676892 10:-1.8651984 11:5.8138943 12:-2.816739 13:5.355256 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:226.39299 2:13.297947 3:5.6441827 4:1.0351193 5:6.5870657 6:-1.4507778 7:3.7592857 8:-3.0542114 9:7.676892 10:-1.8651984 11:5.8138943 12:-2.816739 13:5.355256 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:229.11325 2:15.448353 3:6.1569753 4:-3.7184434 5:7.749831 6:-2.2769861 7:1.4193645 8:-4.49378 9:1.6416296 10:-2.1961281 11:4.6328607 12:-3.7505474 13:3.1669788 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:229.11325 2:15.448353 3:6.1569753 4:-3.7184434 5:7.749831 6:-2.2769861 7:1.4193645 8:-4.49378 9:1.6416296 10:-2.1961281 11:4.6328607 12:-3.7505474 13:3.1669788 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:227.91553 2:13.245198 3:3.506754 4:-2.7461097 5:4.5461454 6:-3.7013035 7:1.6322339 8:-5.2245846 9:5.343803 10:-1.5143251 11:4.308807 12:-5.506223 13:4.7254043 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:227.91553 2:13.245198 3:3.506754 4:-2.7461097 5:4.5461454 6:-3.7013035 7:1.6322339 8:-5.2245846 9:5.343803 10:-1.5143251 11:4.308807 12:-5.506223 13:4.7254043 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:227.28558 2:12.053045 3:10.681353 4:2.2488024 5:7.6358433 6:-0.44695637 7:1.7999864 8:-5.843313 9:1.6211512 10:-4.792538 11:1.7188014 12:-3.5198736 13:5.1556015 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:227.28558 2:12.053045 3:10.681353 4:2.2488024 5:7.6358433 6:-0.44695637 7:1.7999864 8:-5.843313 9:1.6211512 10:-4.792538 11:1.7188014 12:-3.5198736 13:5.1556015 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:226.67021 2:12.2642 3:8.361696 4:0.54956216 5:6.5579033 6:-0.96889395 7:2.8612661 8:-5.013218 9:4.628334 10:-7.6464343 11:-0.7849081 12:-2.8698153 13:1.9551166 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:226.67021 2:12.2642 3:8.361696 4:0.54956216 5:6.5579033 6:-0.96889395 7:2.8612661 8:-5.013218 9:4.628334 10:-7.6464343 11:-0.7849081 12:-2.8698153 13:1.9551166 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:227.02554 2:11.054838 3:4.383894 4:-3.2703643 5:7.783698 6:-2.0339468 7:1.7235801 8:-2.930692 9:4.3527484 10:-2.0176494 11:3.87244 12:-5.7550106 13:4.483017 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:227.02554 2:11.054838 3:4.383894 4:-3.2703643 5:7.783698 6:-2.0339468 7:1.7235801 8:-2.930692 9:4.3527484 10:-2.0176494 11:3.87244 12:-5.7550106 13:4.483017 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:228.45287 2:12.427049 3:7.0337186 4:-2.055101 5:2.926235 6:-1.078073 7:3.7739353 8:-5.8111835 9:2.1299894 10:-2.8057919 11:7.211645 12:-2.475283 13:3.5782604 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:228.45287 2:12.427049 3:7.0337186 4:-2.055101 5:2.926235 6:-1.078073 7:3.7739353 8:-5.8111835 9:2.1299894 10:-2.8057919 11:7.211645 12:-2.475283 13:3.5782604 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:227.41028 2:12.960401 3:8.938446 4:-0.062349275 5:9.561892 6:1.3456129 7:3.5298252 8:-5.5711904 9:2.8801801 10:-3.5319107 11:4.3101716 12:-4.684153 13:3.3318233 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:227.41028 2:12.960401 3:8.938446 4:-0.062349275 5:9.561892 6:1.3456129 7:3.5298252 8:-5.5711904 9:2.8801801 10:-3.5319107 11:4.3101716 12:-4.684153 13:3.3318233 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
1 1:226.52373 2:13.014418 3:8.835545 4:0.2979429 5:7.446671 6:-7.1106815 7:1.8281853 8:-3.374151 9:6.127555 10:-1.8160622 11:2.882933 12:-4.947909 13:5.124904 14:76.924095 15:1.39438 16:4.8463783 17:0.9543692 18:0.46686882 19:-0.54767185 20:1.7725329 21:-2.2320433 22:0.94045144 23:0.084408924 24:0.7615834 25:-1.498259 26:0.26880082 
