1 1:128.70244 2:-5.3040633 3:-2.068459 4:-4.6292357 5:1.8977755 6:-0.666529 7:-0.93437403 8:-3.8831944 9:6.846763 10:0.5959882 11:2.7854562 12:-1.0798585 13:2.1909688 14:128.70244 15:-5.3040633 16:-2.068459 17:-4.6292357 18:1.8977755 19:-0.666529 20:-0.93437403 21:-3.8831944 22:6.846763 23:0.5959882 24:2.7854562 25:-1.0798585 26:2.1909688 
1 1:158.58224 2:7.2122645 3:8.875615 4:-2.6707165 5:4.132203 6:-2.6710029 7:5.9915857 8:-1.7540252 9:7.7648773 10:-2.7485654 11:6.7551274 12:-3.8448665 13:6.7426205 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:158.58224 2:7.2122645 3:8.875615 4:-2.6707165 5:4.132203 6:-2.6710029 7:5.9915857 8:-1.7540252 9:7.7648773 10:-2.7485654 11:6.7551274 12:-3.8448665 13:6.7426205 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:158.96136 2:4.615571 3:7.4986377 4:-1.7688615 5:3.511875 6:0.70961094 7:5.6473927 8:-1.5185333 9:7.46192 10:-1.7214255 11:3.7689092 12:-4.6832414 13:4.360363 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:158.96136 2:4.615571 3:7.4986377 4:-1.7688615 5:3.511875 6:0.70961094 7:5.6473927 8:-1.5185333 9:7.46192 10:-1.7214255 11:3.7689092 12:-4.6832414 13:4.360363 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:160.98442 2:0.73617285 3:6.7106767 4:1.5911043 5:1.6453291 6:-6.3587427 7:5.4652267 8:-0.93902564 9:4.4157405 10:-3.2341096 11:4.748757 12:-1.8383199 13:5.113954 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:160.98442 2:0.73617285 3:6.7106767 4:1.5911043 5:1.6453291 6:-6.3587427 7:5.4652267 8:-0.93902564 9:4.4157405 10:-3.2341096 11:4.748757 12:-1.8383199 13:5.113954 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:163.75285 2:0.95972466 3:5.667504 4:1.5623292 5:4.173622 6:-6.0192256 7:7.3626904 8:0.4431712 9:3.6024098 10:-1.9884502 11:3.203978 12:-6.6596236 13:4.820802 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:163.75285 2:0.95972466 3:5.667504 4:1.5623292 5:4.173622 6:-6.0192256 7:7.3626904 8:0.4431712 9:3.6024098 10:-1.9884502 11:3.203978 12:-6.6596236 13:4.820802 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:162.87495 2:1.077636 3:3.221917 4:0.68329245 5:7.495836 6:-5.2880697 7:5.2940645 8:-2.4927523 9:4.9499955 10:-2.948866 11:5.548902 12:-1.8860939 13:5.3646336 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:162.87495 2:1.077636 3:3.221917 4:0.68329245 5:7.495836 6:-5.2880697 7:5.2940645 8:-2.4927523 9:4.9499955 10:-2.948866 11:5.548902 12:-1.8860939 13:5.3646336 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:159.95694 2:2.6662307 3:1.2732526 4:2.1477015 5:6.9829965 6:-2.7053964 7:7.176807 8:-2.471471 9:4.8709207 10:-2.2883856 11:6.2939425 12:-1.1147344 13:4.226085 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:159.95694 2:2.6662307 3:1.2732526 4:2.1477015 5:6.9829965 6:-2.7053964 7:7.176807 8:-2.471471 9:4.8709207 10:-2.2883856 11:6.2939425 12:-1.1147344 13:4.226085 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:149.42683 2:0.6232389 3:2.089887 4:-4.294295 5:6.174823 6:-1.5246894 7:7.82392 8:-0.095334716 9:5.0805755 10:-0.38860893 11:4.216415 12:-1.8280466 13:4.093494 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:149.42683 2:0.6232389 3:2.089887 4:-4.294295 5:6.174823 6:-1.5246894 7:7.82392 8:-0.095334716 9:5.0805755 10:-0.38860893 11:4.216415 12:-1.8280466 13:4.093494 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:152.55331 2:-0.9409223 3:6.6355667 4:-0.21110126 5:4.295137 6:-1.9985896 7:5.917163 8:-0.25199085 9:4.5478435 10:-0.26340768 11:7.033021 12:-3.1533797 13:5.22945 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:152.55331 2:-0.9409223 3:6.6355667 4:-0.21110126 5:4.295137 6:-1.9985896 7:5.917163 8:-0.25199085 9:4.5478435 10:-0.26340768 11:7.033021 12:-3.1533797 13:5.22945 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:157.00365 2:3.7611113 3:8.158603 4:1.1417736 5:5.3828588 6:0.3929004 7:5.170303 8:-6.0624657 9:1.0874143 10:-2.8396215 11:4.9608502 12:-0.38362917 13:6.863856 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:157.00365 2:3.7611113 3:8.158603 4:1.1417736 5:5.3828588 6:0.3929004 7:5.170303 8:-6.0624657 9:1.0874143 10:-2.8396215 11:4.9608502 12:-0.38362917 13:6.863856 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:161.0433 2:3.5636365 3:4.491749 4:1.0608099 5:7.740801 6:-3.6653607 7:6.148808 8:-4.3585916 9:4.056203 10:-3.501841 11:2.8571131 12:-0.09522517 13:5.6339884 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:161.0433 2:3.5636365 3:4.491749 4:1.0608099 5:7.740801 6:-3.6653607 7:6.148808 8:-4.3585916 9:4.056203 10:-3.501841 11:2.8571131 12:-0.09522517 13:5.6339884 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:160.505 2:2.4354587 3:0.41731313 4:0.47591755 5:8.835379 6:-7.628445 7:1.1190507 8:1.8189993 9:7.8668118 10:-4.7024183 11:0.91674006 12:-2.8693495 13:2.5173452 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:160.505 2:2.4354587 3:0.41731313 4:0.47591755 5:8.835379 6:-7.628445 7:1.1190507 8:1.8189993 9:7.8668118 10:-4.7024183 11:0.91674006 12:-2.8693495 13:2.5173452 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:155.312 2:2.5168583 3:0.45152783 4:-2.012361 5:5.845772 6:-5.6650925 7:1.1852909 8:-2.0660408 9:6.702509 10:-1.9882665 11:2.2474298 12:-3.4318993 13:4.022548 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:155.312 2:2.5168583 3:0.45152783 4:-2.012361 5:5.845772 6:-5.6650925 7:1.1852909 8:-2.0660408 9:6.702509 10:-1.9882665 11:2.2474298 12:-3.4318993 13:4.022548 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:167.88577 2:7.69981 3:4.987898 4:-2.1070964 5:6.592786 6:-5.3832216 7:2.1730917 8:-1.521503 9:6.2881346 10:-3.736102 11:2.939718 12:-5.480502 13:3.9295416 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:167.88577 2:7.69981 3:4.987898 4:-2.1070964 5:6.592786 6:-5.3832216 7:2.1730917 8:-1.521503 9:6.2881346 10:-3.736102 11:2.939718 12:-5.480502 13:3.9295416 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:179.01099 2:8.972298 3:0.824189 4:3.2023838 5:7.5357423 6:-7.0936832 7:0.7215439 8:-3.7592087 9:6.0436993 10:-6.0242558 11:4.9586005 12:-3.2432172 13:3.5316343 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:179.01099 2:8.972298 3:0.824189 4:3.2023838 5:7.5357423 6:-7.0936832 7:0.7215439 8:-3.7592087 9:6.0436993 10:-6.0242558 11:4.9586005 12:-3.2432172 13:3.5316343 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:175.69434 2:0.47106105 3:-3.2012136 4:2.6733232 5:9.244123 6:-5.1900244 7:-2.3137982 8:-5.200349 9:5.7123575 10:-3.7336206 11:4.890967 12:0.9642752 13:7.648428 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:175.69434 2:0.47106105 3:-3.2012136 4:2.6733232 5:9.244123 6:-5.1900244 7:-2.3137982 8:-5.200349 9:5.7123575 10:-3.7336206 11:4.890967 12:0.9642752 13:7.648428 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:188.95746 2:6.444998 3:-2.1132264 4:3.2210436 5:13.944475 6:-4.714488 7:-1.108148 8:-1.9983375 9:7.5467534 10:-5.391973 11:7.9493885 12:-2.905101 13:6.1060376 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:188.95746 2:6.444998 3:-2.1132264 4:3.2210436 5:13.944475 6:-4.714488 7:-1.108148 8:-1.9983375 9:7.5467534 10:-5.391973 11:7.9493885 12:-2.905101 13:6.1060376 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:210.98624 2:10.979344 3:6.9237943 4:4.859974 5:16.805914 6:-3.835913 7:3.1836693 8:0.19384162 9:6.856694 10:-7.6566687 11:4.5150747 12:-3.6761184 13:5.8298793 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:210.98624 2:10.979344 3:6.9237943 4:4.859974 5:16.805914 6:-3.835913 7:3.1836693 8:0.19384162 9:6.856694 10:-7.6566687 11:4.5150747 12:-3.6761184 13:5.8298793 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:249.66623 2:17.717226 3:3.927492 4:-0.40290835 5:17.90675 6:-1.4703501 7:3.873564 8:-2.5332127 9:4.539218 10:-7.4327164 11:6.6798935 12:-5.066618 13:6.5282154 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:249.66623 2:17.717226 3:3.927492 4:-0.40290835 5:17.90675 6:-1.4703501 7:3.873564 8:-2.5332127 9:4.539218 10:-7.4327164 11:6.6798935 12:-5.066618 13:6.5282154 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:271.30475 2:12.644352 3:2.7949245 4:-1.3814577 5:19.417774 6:1.785172 7:3.582979 8:0.2545721 9:4.646487 10:-8.556235 11:2.724909 12:-6.918841 13:6.053872 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:271.30475 2:12.644352 3:2.7949245 4:-1.3814577 5:19.417774 6:1.785172 7:3.582979 8:0.2545721 9:4.646487 10:-8.556235 11:2.724909 12:-6.918841 13:6.053872 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:290.64084 2:10.364049 3:1.016249 4:-3.6027439 5:17.4028 6:1.0849468 7:3.481671 8:0.7271004 9:3.030087 10:-8.275145 11:2.8050172 12:-6.822903 13:5.306961 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:290.64084 2:10.364049 3:1.016249 4:-3.6027439 5:17.4028 6:1.0849468 7:3.481671 8:0.7271004 9:3.030087 10:-8.275145 11:2.8050172 12:-6.822903 13:5.306961 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:303.42548 2:8.4570465 3:0.5460373 4:-3.2208884 5:13.919415 6:0.7940571 7:2.76897 8:0.23449442 9:4.624616 10:-6.779102 11:3.8102524 12:-4.4955883 13:4.466944 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:303.42548 2:8.4570465 3:0.5460373 4:-3.2208884 5:13.919415 6:0.7940571 7:2.76897 8:0.23449442 9:4.624616 10:-6.779102 11:3.8102524 12:-4.4955883 13:4.466944 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:322.94202 2:14.091784 3:2.5454257 4:-8.366572 5:8.557259 6:-4.5695977 7:-0.042608496 8:0.31334525 9:3.1280434 10:-4.3732505 11:4.480353 12:-3.927372 13:5.480069 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:322.94202 2:14.091784 3:2.5454257 4:-8.366572 5:8.557259 6:-4.5695977 7:-0.042608496 8:0.31334525 9:3.1280434 10:-4.3732505 11:4.480353 12:-3.927372 13:5.480069 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:334.61572 2:12.810236 3:0.1775499 4:-11.851729 5:7.3312078 6:-1.9392533 7:0.3742908 8:0.5080849 9:3.3306422 10:-2.7229886 11:5.7270083 12:-5.8714967 13:3.9042766 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:334.61572 2:12.810236 3:0.1775499 4:-11.851729 5:7.3312078 6:-1.9392533 7:0.3742908 8:0.5080849 9:3.3306422 10:-2.7229886 11:5.7270083 12:-5.8714967 13:3.9042766 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:340.99084 2:10.907577 3:-1.9409732 4:-11.237247 5:8.844047 6:-2.6243503 7:-0.7055909 8:0.75297 9:4.679255 10:-1.5943615 11:5.290946 12:-7.4733987 13:4.0883327 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:340.99084 2:10.907577 3:-1.9409732 4:-11.237247 5:8.844047 6:-2.6243503 7:-0.7055909 8:0.75297 9:4.679255 10:-1.5943615 11:5.290946 12:-7.4733987 13:4.0883327 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:344.06192 2:8.241445 3:-3.8798645 4:-9.468241 5:8.633183 6:-4.3091044 7:-1.8526487 8:0.25864217 9:6.9321785 10:-1.9257268 11:3.897932 12:-6.483725 13:4.292743 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:344.06192 2:8.241445 3:-3.8798645 4:-9.468241 5:8.633183 6:-4.3091044 7:-1.8526487 8:0.25864217 9:6.9321785 10:-1.9257268 11:3.897932 12:-6.483725 13:4.292743 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:345.57947 2:6.5330486 3:-4.1545076 4:-6.1110115 5:8.434167 6:-6.9138784 7:-1.6348599 8:1.2982259 9:7.418614 10:-2.9115465 11:2.5299058 12:-4.3789487 13:3.9714034 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:345.57947 2:6.5330486 3:-4.1545076 4:-6.1110115 5:8.434167 6:-6.9138784 7:-1.6348599 8:1.2982259 9:7.418614 10:-2.9115465 11:2.5299058 12:-4.3789487 13:3.9714034 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:345.50235 2:5.959763 3:-4.1097217 4:-2.960236 5:7.5512676 6:-9.180739 7:-1.2002401 8:1.6311787 9:7.4201703 10:-3.3231714 11:3.1668298 12:-2.9745939 13:2.9376934 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:345.50235 2:5.959763 3:-4.1097217 4:-2.960236 5:7.5512676 6:-9.180739 7:-1.2002401 8:1.6311787 9:7.4201703 10:-3.3231714 11:3.1668298 12:-2.9745939 13:2.9376934 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:345.81674 2:4.901635 3:-2.4693122 4:-1.595015 5:7.4613943 6:-10.582417 7:0.3094033 8:1.710247 9:5.0333633 10:-2.9977107 11:3.4041004 12:-2.157095 13:1.8178726 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:345.81674 2:4.901635 3:-2.4693122 4:-1.595015 5:7.4613943 6:-10.582417 7:0.3094033 8:1.710247 9:5.0333633 10:-2.9977107 11:3.4041004 12:-2.157095 13:1.8178726 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:343.61426 2:4.4552884 3:0.6672417 4:-0.76958525 5:5.4591527 6:-10.256235 7:0.42813495 8:1.511229 9:3.4139743 10:-2.0150301 11:3.583107 12:-3.0860279 13:1.3841494 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:343.61426 2:4.4552884 3:0.6672417 4:-0.76958525 5:5.4591527 6:-10.256235 7:0.42813495 8:1.511229 9:3.4139743 10:-2.0150301 11:3.583107 12:-3.0860279 13:1.3841494 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:339.96478 2:2.7767735 3:3.1062632 4:0.27185795 5:4.5837836 6:-9.094901 7:-0.13367626 8:0.6297257 9:3.742862 10:-2.26189 11:3.0518606 12:-1.9482716 13:1.1541799 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:339.96478 2:2.7767735 3:3.1062632 4:0.27185795 5:4.5837836 6:-9.094901 7:-0.13367626 8:0.6297257 9:3.742862 10:-2.26189 11:3.0518606 12:-1.9482716 13:1.1541799 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:337.82062 2:2.6676393 3:5.907006 4:1.2823561 5:4.151172 6:-7.692054 7:0.50177914 8:-0.5864154 9:2.3296592 10:-2.7561655 11:3.0154893 12:-1.4328871 13:0.565883 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:337.82062 2:2.6676393 3:5.907006 4:1.2823561 5:4.151172 6:-7.692054 7:0.50177914 8:-0.5864154 9:2.3296592 10:-2.7561655 11:3.0154893 12:-1.4328871 13:0.565883 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:337.89117 2:2.2729652 3:7.0664387 4:1.4679077 5:4.3749056 6:-8.272254 7:-0.52662367 8:-1.3066182 9:3.227831 10:-2.768013 11:2.8536632 12:-1.3362777 13:0.28812394 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
1 1:337.89117 2:2.2729652 3:7.0664387 4:1.4679077 5:4.3749056 6:-8.272254 7:-0.52662367 8:-1.3066182 9:3.227831 10:-2.768013 11:2.8536632 12:-1.3362777 13:0.28812394 14:94.73217 15:4.1390815 16:0.075987786 17:-0.3215604 18:1.5988605 19:-1.1590058 20:-0.5584697 21:-2.2291002 22:2.510568 23:-0.7337469 24:1.3972174 25:-1.4007285 26:1.6056913 
