1 1:-8.779255 2:-19.56631 3:2.031982 4:-1.7196842 5:0.76044804 6:-1.0682027 7:0.74320203 8:-0.8630574 9:0.9701695 10:-0.8479823 11:1.7006289 12:-0.79580915 13:1.2427422 14:-8.779255 15:-19.56631 16:2.031982 17:-1.7196842 18:0.76044804 19:-1.0682027 20:0.74320203 21:-0.8630574 22:0.9701695 23:-0.8479823 24:1.7006289 25:-0.79580915 26:1.2427422 
1 1:262.1039 2:14.328193 3:10.627261 4:0.5913335 5:7.860385 6:0.24018632 7:9.581036 8:-3.3686137 9:4.4680967 10:-2.920582 11:1.3692297 12:-6.0875 13:6.0729814 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:269.80716 2:17.053932 3:10.756834 4:-0.4129569 5:8.458557 6:-1.6646724 7:10.167569 8:-2.6963992 9:4.65317 10:-3.2576504 11:2.1477957 12:-6.943 13:3.4722352 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:273.00168 2:16.78496 3:8.185529 4:2.639132 5:3.0829358 6:-1.2621197 7:12.063761 8:-3.9715507 9:6.284911 10:-2.1816196 11:2.307501 12:-5.8215265 13:4.8619094 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:276.0631 2:17.971968 3:9.078522 4:1.5154544 5:4.025828 6:-1.6737654 7:11.7345 8:-4.194649 9:6.4278684 10:-2.7918842 11:3.051994 12:-6.153358 13:2.8487911 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:281.67273 2:19.071215 3:6.5303755 4:-0.62211764 5:4.746476 6:-2.0315676 7:13.294057 8:-3.2118921 9:6.3221884 10:-1.3926743 11:3.1727312 12:-8.138526 13:4.138836 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:285.7033 2:18.956596 3:7.2485156 4:-0.78750575 5:4.497966 6:-2.5902863 7:13.695999 8:-3.684186 9:6.125641 10:-0.8668359 11:2.6035922 12:-7.8742228 13:3.539989 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:284.84772 2:19.090553 3:6.0637884 4:0.9525698 5:2.623275 6:-3.8793652 7:12.737659 8:-2.987421 9:6.7266326 10:-1.2083594 11:1.7840848 12:-6.536744 13:4.950295 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:285.2797 2:20.479994 3:5.851222 4:0.211288 5:2.9567635 6:-4.083354 7:12.897355 8:-3.3587985 9:7.385802 10:-1.3324083 11:2.154081 12:-5.5137515 13:3.9439442 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:291.42477 2:24.61901 3:8.161914 4:-1.3926739 5:3.1478739 6:-7.893832 7:7.655366 8:-5.204698 9:6.97586 10:-1.9577582 11:3.1123025 12:-5.288704 13:6.2685246 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:296.67065 2:26.640512 3:7.8197017 4:-2.2418966 5:1.9297552 6:-7.955452 7:7.26779 8:-5.7460794 9:7.3848753 10:-3.1441243 11:3.124434 12:-6.101605 13:5.8748507 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:304.4982 2:28.02267 3:4.98091 4:-6.4704313 5:0.5414834 6:-9.02871 7:6.584462 8:-4.0268893 9:8.793461 10:-5.062328 11:4.8167663 12:-5.960418 13:4.444339 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:305.89462 2:27.564768 3:6.1231265 4:-7.655346 5:-0.71383405 6:-7.907198 7:7.1526446 8:-3.706301 9:7.9485016 10:-4.8406053 11:4.8628564 12:-5.3810663 13:5.128956 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:309.06985 2:28.501451 3:2.7000968 4:-7.7499948 5:1.3758442 6:-7.3943515 7:7.8902555 8:-4.2429132 9:6.5633974 10:-6.8184447 11:5.9132037 12:-3.9876935 13:6.5334272 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:312.72986 2:28.616283 3:1.2599304 4:-7.704743 5:1.8999696 6:-8.0532055 7:7.676855 8:-4.091332 9:6.049385 10:-7.3604345 11:6.1642494 12:-3.186989 13:5.374375 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:312.84164 2:28.517277 3:-1.0329792 4:-8.598265 5:4.7327614 6:-7.6711493 7:6.859063 8:-3.8172467 9:5.4556174 10:-8.294809 11:8.2788315 12:-2.4190993 13:5.5436893 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:316.3638 2:27.149267 3:-0.37433884 4:-9.292835 5:5.5944195 6:-8.058484 7:6.161256 8:-3.9154315 9:4.70205 10:-6.6075015 11:7.648443 12:-2.4944558 13:5.181678 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:317.37 2:25.34212 3:-2.561496 4:-6.305589 5:5.9940605 6:-5.3000116 7:4.471879 8:-6.5974793 9:6.2565804 10:-7.0322113 11:7.8491063 12:-0.52906644 13:3.661876 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:318.0974 2:25.635773 3:-2.8124354 4:-5.1334214 5:7.0700293 6:-6.2897935 7:3.9841676 8:-7.734533 9:6.1089067 10:-5.0834713 11:7.0921264 12:-1.7067804 13:3.5892394 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:316.67636 2:23.414299 3:-1.1371595 4:-5.2643566 5:10.470402 6:-5.8489223 7:1.4720739 8:-7.0940647 9:4.9840965 10:-4.4438305 11:7.6056576 12:-1.6264088 13:3.5834386 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:316.91208 2:25.580784 3:-3.8136623 4:-3.2899861 5:10.967158 6:-6.1553354 7:0.7839118 8:-8.193906 9:7.2134786 10:-5.6770296 11:7.5726733 12:-2.520126 13:3.4104016 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:313.99475 2:24.04896 3:-3.2799573 4:-0.13532355 5:13.605568 6:-7.2085686 7:0.57076293 8:-8.548631 9:6.025244 10:-4.6289787 11:7.8605766 12:-3.0104504 13:2.9921298 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:313.8348 2:24.880457 3:-3.9709573 4:-0.52939284 5:14.524311 6:-7.4299617 7:-0.46194604 8:-6.6713057 9:5.9849925 10:-5.2423005 11:6.8534803 12:-4.3838587 13:3.7321472 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:312.30594 2:24.431438 3:-4.4590592 4:1.6783043 5:16.448547 6:-7.9874315 7:-0.24664174 8:-6.0767117 9:7.0341177 10:-6.5163393 11:5.1991906 12:-4.003829 13:3.314235 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:314.19885 2:22.27579 3:-3.73001 4:1.8813968 5:15.216365 6:-5.894981 7:0.2716256 8:-6.5483875 9:7.2358007 10:-7.4164314 11:4.8336535 12:-4.578131 13:3.1847034 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:307.60544 2:24.182703 3:-2.1395538 4:2.2162375 5:16.924322 6:-4.798166 7:1.2655157 8:-7.6559386 9:7.0074735 10:-6.359931 11:3.0735042 12:-5.7692137 13:5.556395 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:309.2646 2:22.571985 3:-1.4252877 4:-0.30065376 5:17.693773 6:-3.073763 7:1.1722021 8:-6.927227 9:5.8292017 10:-6.112168 11:3.2010465 12:-6.0753436 13:4.950571 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:304.32227 2:25.121023 3:-0.965616 4:-2.2068202 5:17.673717 6:-0.83122265 7:4.974181 8:-9.419841 9:4.169373 10:-4.6571393 11:3.180853 12:-6.4546175 13:5.4329753 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:298.7077 2:23.306366 3:2.410548 4:-3.010837 5:14.902002 6:0.33077517 7:5.052809 8:-7.9716916 9:3.7670014 10:-5.036987 11:4.3064485 12:-6.040958 13:4.8292494 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:292.65677 2:22.654993 3:5.6180034 4:-4.6264615 5:11.260842 6:2.564934 7:6.6388783 8:-5.1923237 9:4.349445 10:-6.0341945 11:2.6974828 12:-4.475229 13:5.6618395 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:290.91226 2:21.58843 3:7.0019426 4:-5.8869376 5:11.681332 6:0.2625307 7:6.993865 8:-4.2352405 9:3.1408808 10:-5.160806 11:3.3572035 12:-2.8930385 13:4.279927 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:288.143 2:21.293974 3:8.573201 4:-4.6864653 5:8.696511 6:-1.6577435 7:4.797323 8:-1.0301335 9:2.537809 10:-8.407023 11:1.5211797 12:-3.0308414 13:5.493835 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:286.3255 2:21.822538 3:8.773463 4:-5.1426644 5:8.165515 6:0.68563765 7:4.7037416 8:-3.141477 9:3.7015777 10:-8.441091 11:2.4793894 12:-4.864937 13:4.561175 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:290.9283 2:21.354963 3:10.92064 4:-4.9446144 5:6.4109416 6:-0.40245894 7:5.1089897 8:-4.200167 9:6.2403245 10:-6.2528563 11:-0.053634092 12:-3.9331906 13:3.8594284 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:292.1326 2:22.182228 3:11.1514435 4:-4.1782026 5:5.9773464 6:-0.71004355 7:5.731747 8:-4.936685 9:6.59467 10:-5.6690135 11:0.22235334 12:-4.391331 13:4.5013356 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:293.8094 2:27.515192 3:9.635535 4:-6.237473 5:7.5617743 6:-3.9006822 7:3.1843228 8:-3.4657905 9:8.511402 10:-6.0650196 11:0.97065413 12:-5.683188 13:4.6630282 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:297.4795 2:29.059975 3:9.297905 4:-5.789835 5:8.169719 6:-5.2393165 7:4.1859593 8:-4.52214 9:8.6429405 10:-5.41679 11:0.10676617 12:-6.826852 13:4.0423293 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:302.89658 2:30.41418 3:9.642898 4:-7.347069 5:7.906374 6:-6.8296757 7:5.236743 8:-6.828864 9:7.4277225 10:-3.436265 11:-0.41617262 12:-6.133006 13:4.239879 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:307.32684 2:31.461676 3:8.343449 4:-6.3097434 5:6.884924 6:-7.270325 7:5.1755433 8:-7.1177306 9:8.093996 10:-4.072928 11:0.269406 12:-7.3240066 13:5.006578 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:315.1204 2:29.37793 3:8.314065 4:-6.4137573 5:6.33103 6:-7.416029 7:2.6818364 8:-6.5031457 9:8.337463 10:-3.8555782 11:1.453249 12:-8.18095 13:4.9654737 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:309.79858 2:35.976658 3:6.1739707 4:-5.9294815 5:5.7973833 6:-8.280473 7:2.8625782 8:-8.978406 9:10.261941 10:-4.3898315 11:1.7487241 12:-8.2608385 13:5.341717 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:316.35553 2:30.082159 3:10.076769 4:-7.2185745 5:5.724024 6:-8.861857 7:-0.10253898 8:-7.6014895 9:9.264958 10:-3.0065699 11:1.7619061 12:-8.257619 13:4.6448584 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:313.4307 2:32.504448 3:9.307192 4:-7.4805284 5:6.420719 6:-9.631662 7:-0.42918718 8:-7.792264 9:9.183641 10:-3.7166266 11:2.5558095 12:-8.164092 13:4.5676575 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:313.94614 2:31.889523 3:8.007015 4:-6.8948994 5:5.921713 6:-9.6196165 7:-0.816513 8:-8.418189 9:10.642466 10:-4.998749 11:2.9386857 12:-7.509428 13:4.865291 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:310.0193 2:35.279697 3:7.2467375 4:-8.399238 5:6.925351 6:-10.028352 7:-1.0118991 8:-9.040193 9:11.161863 10:-5.0877404 11:1.978518 12:-7.3778834 13:5.8239064 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:318.9665 2:28.18878 3:9.813603 4:-7.696069 5:5.7026434 6:-9.126979 7:-2.3170629 8:-7.0400186 9:9.410388 10:-4.362899 11:1.7593826 12:-7.067118 13:5.798408 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:313.32697 2:34.120773 3:7.0039563 4:-8.088654 5:5.120064 6:-9.1067095 7:-0.79951435 8:-8.420954 9:10.648252 10:-5.858345 11:2.0342805 12:-6.1146855 13:6.7394843 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:315.75504 2:34.497845 3:4.5429645 4:-7.4813986 5:5.624345 6:-10.213553 7:-0.61292386 8:-7.5914507 9:11.424523 10:-6.798723 11:2.5692723 12:-6.263494 13:6.2349124 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:317.23822 2:34.37746 3:4.3985286 4:-8.793807 5:5.2571692 6:-8.986863 7:-0.23761544 8:-7.860488 9:11.687364 10:-6.7524557 11:2.9651978 12:-6.3151174 13:6.3997955 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:319.28702 2:31.444908 3:6.639762 4:-10.463916 5:4.544611 6:-7.832319 7:0.84647804 8:-6.972238 9:11.137093 10:-5.5799327 11:1.5700412 12:-5.716925 13:6.081422 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:317.38406 2:35.294987 3:3.5465965 4:-10.099718 5:4.169281 6:-7.678203 7:2.9172406 8:-8.738072 9:12.914743 10:-6.770409 11:1.2247742 12:-5.36319 13:5.955169 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:327.18512 2:30.847242 3:2.787237 4:-9.255439 5:3.4945583 6:-6.8849344 7:4.494159 8:-8.239364 9:8.925982 10:-6.788817 11:0.73391074 12:-5.1225924 13:6.9423857 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:325.3157 2:33.577045 3:-0.4005677 4:-7.0780964 5:6.076083 6:-6.407603 7:4.428614 8:-10.397068 9:8.494294 10:-8.213545 11:1.539431 12:-4.4451795 13:7.5280995 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:328.8259 2:28.396553 3:-0.16868642 4:-7.6186943 5:7.676023 6:-3.647924 7:4.664495 8:-10.1142025 9:4.7742944 10:-8.871801 11:1.8178158 12:-3.5795684 13:7.4998426 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:324.96613 2:30.925743 3:-2.4394004 4:-6.222666 5:9.056999 6:-1.8948069 7:6.537955 8:-12.897034 9:5.4670253 10:-10.855454 11:2.362924 12:-2.5111845 13:7.560991 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:324.38672 2:27.735655 3:-0.9425332 4:-3.327417 5:10.086373 6:-1.2997912 7:7.4922423 8:-12.48443 9:3.968638 10:-7.141486 11:2.7894697 12:-3.7728953 13:5.8621883 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:322.23538 2:29.849974 3:-2.550109 4:-3.7627392 5:10.464798 6:-1.0630182 7:8.596031 8:-12.205255 9:5.1837764 10:-7.2747154 11:3.9541461 12:-3.7186003 13:5.1811304 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:320.63007 2:26.177034 3:-1.4457384 4:-2.6894493 5:14.206621 6:0.8911197 7:6.1560254 8:-11.69705 9:5.845045 10:-7.565913 11:3.07191 12:-3.3717363 13:4.062126 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:318.22028 2:28.625334 3:-3.7030132 4:-0.33407754 5:14.971047 6:-1.5723494 7:6.8680005 8:-11.389574 9:8.173862 10:-6.6893435 11:1.5980719 12:-4.9597135 13:2.9765801 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:322.47107 2:24.276272 3:-4.2423444 4:5.3193994 5:18.518951 6:-5.1843095 7:3.7018585 8:-11.81447 9:6.5141163 10:-6.069789 11:3.8539362 12:-3.909451 13:3.5373106 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:326.7021 2:22.143703 3:-8.032118 4:9.021634 5:17.927969 6:-6.193913 7:4.7356567 8:-11.374087 9:7.7576003 10:-5.983571 11:3.8591638 12:-3.9281828 13:3.151921 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:328.2787 2:16.101604 3:-8.308272 4:11.331632 5:16.54499 6:-4.645244 7:7.5316257 8:-9.892894 9:7.195899 10:-6.0623145 11:2.860427 12:-3.978929 13:2.9019425 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:328.8649 2:14.403329 3:-9.469395 4:11.946492 5:15.104391 6:-3.6105638 7:7.9380574 8:-9.51991 9:8.320011 10:-6.3502383 11:3.8060014 12:-4.0335407 13:2.1494942 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:324.00797 2:2.5338166 3:1.8969735 4:5.421245 5:12.764741 6:1.0421243 7:5.614277 8:-3.7267516 9:6.7641077 10:-0.13465236 11:-0.9878274 12:-2.12987 13:-0.028558074 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:320.4995 2:0.6398016 3:6.440909 4:5.691432 5:9.623212 6:1.8500835 7:5.4045134 8:-3.8145673 9:5.0464525 10:-2.0222282 11:-1.1247818 12:-1.4614054 13:-0.057468813 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:313.81464 2:-6.544451 3:12.426098 4:1.5682608 5:4.968517 6:2.6506212 7:-0.20875166 8:-4.950312 9:3.363718 10:-4.45239 11:-0.59587145 12:2.1763492 13:-0.5723391 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
