1 1:-8.779255 2:-19.56631 3:2.031982 4:-1.7196842 5:0.76044804 6:-1.0682027 7:0.74320203 8:-0.8630574 9:0.9701695 10:-0.8479823 11:1.7006289 12:-0.79580915 13:1.2427422 14:-8.779255 15:-19.56631 16:2.031982 17:-1.7196842 18:0.76044804 19:-1.0682027 20:0.74320203 21:-0.8630574 22:0.9701695 23:-0.8479823 24:1.7006289 25:-0.79580915 26:1.2427422 
1 1:309.25974 2:-7.834627 3:10.464737 4:0.37837225 5:1.1115817 6:2.6198401 7:1.8609552 8:-2.9909716 9:2.878975 10:-3.554592 11:-0.6527435 12:0.39987206 13:-0.46128532 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:310.95407 2:-10.646272 3:10.865578 4:-1.0437789 5:1.8974912 6:1.4406507 7:0.16548996 8:-1.1708097 9:2.8350987 10:-3.2959485 11:0.28793812 12:0.46541643 13:-2.1237988 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:309.98883 2:-10.826214 3:12.082841 4:-0.95732576 5:0.9602074 6:4.1682153 7:2.1547377 8:-2.0532858 9:4.540596 10:-2.650587 11:0.10681716 12:1.7544115 13:-1.910147 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:303.19702 2:-10.459306 3:15.349492 4:1.2529925 5:2.216341 6:4.9705405 7:0.109223455 8:-3.79548 9:4.3190947 10:-2.73686 11:-0.10367169 12:1.8861498 13:0.72485495 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:302.0353 2:-12.058094 3:16.401016 4:1.6377367 5:3.6460743 6:5.4740696 7:-0.90995866 8:-3.3873603 9:4.0039334 10:-2.1974576 11:0.5719332 12:1.5323977 13:0.40701294 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:304.20108 2:-13.407486 3:16.789633 4:1.1940887 5:3.4685555 6:7.210818 7:1.169318 8:-3.903554 9:2.27255 10:-3.598333 11:-1.4098731 12:1.0007824 13:0.12618786 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:304.63983 2:-14.620037 3:16.606033 4:1.383157 5:1.3908676 6:6.9530473 7:2.1960697 8:-4.2272387 9:3.4432814 10:-4.220092 11:-1.8395497 12:1.0422944 13:-0.89932686 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:304.27948 2:-14.350616 3:12.7246475 4:1.2440573 5:3.0595853 6:6.1704025 7:0.1685058 8:-2.675354 9:4.361619 10:-1.5272717 11:-1.9115905 12:-1.5762535 13:0.86713594 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:300.9061 2:-15.287998 3:10.027119 4:1.9454075 5:3.1444037 6:4.265522 7:-0.6362989 8:-3.7553778 9:4.286487 10:-1.5991079 11:-1.422462 12:0.018651452 13:1.1228081 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:298.0888 2:-12.250128 3:10.829703 4:0.34539273 5:2.5800014 6:5.5030565 7:-3.255006 8:-6.325301 9:4.3599524 10:-2.6478255 11:-0.651842 12:2.629757 13:1.9593686 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:295.92035 2:-11.718514 3:10.11223 4:2.3676684 5:3.0484526 6:2.1076515 7:-3.0687852 8:-5.3158193 9:2.9600427 10:-4.454621 11:-1.8760645 12:0.2361709 13:0.86486596 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:296.456 2:-7.533422 3:8.942958 4:4.588731 5:5.780445 6:2.9551687 7:-0.41629064 8:-2.1298547 9:5.617833 10:-4.0689282 11:-0.8063904 12:-0.039460573 13:1.2299867 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:312.90497 2:0.29195267 3:3.61692 4:6.813467 5:15.055652 6:2.8568823 7:0.99889326 8:-5.344112 9:5.220178 10:-5.024361 11:-1.7268301 12:-2.9394732 13:2.4179611 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:330.9036 2:8.6817875 3:-4.4322786 4:10.5711775 5:17.361988 6:-2.3897502 7:4.428939 8:-9.857531 9:8.955863 10:-3.0337975 11:0.33984634 12:-2.686844 13:2.7042615 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:328.71518 2:8.254529 3:-4.205782 4:10.738232 5:18.60299 6:-1.4216422 7:4.635229 8:-9.746358 9:9.237908 10:-3.6255546 11:0.79849297 12:-2.9465463 13:2.6433065 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:325.50885 2:9.246663 3:-3.6611085 4:9.140821 5:20.099976 6:-0.4133704 7:3.1022723 8:-8.826928 9:8.771805 10:-3.244752 11:1.2873968 12:-3.8761873 13:3.1929832 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:323.39996 2:11.027963 3:-2.0059192 4:6.15289 5:20.289839 6:-0.26843125 7:3.6062999 8:-9.124015 9:9.593447 10:-3.3227744 11:1.2299511 12:-3.578245 13:2.4163027 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:319.19537 2:12.363986 3:-0.21355642 4:5.909561 5:19.920916 6:1.8019613 7:1.8084877 8:-9.013116 9:8.237042 10:-3.1847715 11:1.8964405 12:-4.0972457 13:3.0569088 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:313.2124 2:13.617819 3:1.6722457 4:4.2685223 5:18.81115 6:1.4410344 7:1.2396871 8:-7.7334247 9:9.115518 10:-3.0794249 11:2.8774843 12:-4.5186367 13:2.3421187 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:309.81003 2:10.921267 3:4.7632923 4:3.2105901 5:15.938525 6:3.4084506 7:0.91058534 8:-8.474666 9:8.34414 10:-2.2498426 11:0.819616 12:-2.447721 13:1.50827 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:309.70386 2:8.442593 3:6.0048084 4:0.011969918 5:15.437074 6:5.2151103 7:0.49801588 8:-5.9374747 9:7.894388 10:-1.2766026 11:0.1389342 12:-1.6150707 13:1.815817 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:303.32407 2:4.4909925 3:8.899552 4:2.156672 5:14.179515 6:5.689957 7:1.0079732 8:-4.601299 9:5.2865143 10:-3.4225557 11:1.3758932 12:-1.1622254 13:1.8663625 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:302.80566 2:2.2470756 3:12.056088 4:1.5939602 5:12.695841 6:8.087249 7:1.2780896 8:-6.1268883 9:3.405437 10:-1.5353854 11:0.3075176 12:-2.0394363 13:1.1446385 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:301.35715 2:-1.2110254 3:14.543275 4:2.3866394 5:14.135234 6:9.5725565 7:1.6070441 8:-6.2579947 9:4.8640914 10:-2.8186574 11:1.7284629 12:-1.376726 13:-0.6814592 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:299.7571 2:-2.1304083 3:15.345277 4:3.8416877 5:10.885635 6:7.9902916 7:4.065009 8:-6.4684443 9:5.0860715 10:-4.6981635 11:2.981753 12:0.7928918 13:-1.3750409 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:300.20694 2:-3.205729 3:14.68175 4:3.9313707 5:7.125666 6:6.8961773 7:2.616743 8:-6.385287 9:5.5470023 10:-1.7985373 11:2.0854108 12:-1.1516204 13:-2.304484E-4 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:298.76004 2:-2.2459188 3:13.2236185 4:6.640173 5:5.2572565 6:6.178256 7:4.546779 8:-6.9972286 9:5.3410745 10:-2.678641 11:1.0644712 12:-0.43920252 13:-0.17612985 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:298.5293 2:2.2069128 3:10.562767 4:7.157465 5:8.412764 6:4.1006813 7:5.835721 8:-5.7002306 9:3.7873528 10:-2.115233 11:1.1483047 12:-1.0393475 13:1.81221 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:299.31976 2:6.78775 3:8.861249 4:5.034243 5:10.047796 6:3.1221576 7:7.5888314 8:-6.723815 9:2.0671582 10:-3.0231354 11:2.0469024 12:-3.1347775 13:2.6509287 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:286.91626 2:14.099293 3:8.620906 4:1.9139756 5:11.627203 6:0.37263432 7:5.610409 8:-6.0900826 9:3.2492917 10:-3.1667535 11:4.0371056 12:-4.757322 13:4.622919 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:283.8034 2:14.710556 3:10.403394 4:1.9466203 5:12.571112 6:-0.45954493 7:5.0691776 8:-6.086727 9:5.0122237 10:-3.3502736 11:2.9207215 12:-4.5411024 13:5.3047376 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:293.34222 2:19.21709 3:6.3854523 4:-0.6403341 5:11.491489 6:-1.0204556 7:5.3689113 8:-3.01224 9:7.05988 10:-6.7327294 11:1.5126894 12:-4.3589973 13:7.7042594 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:297.45013 2:19.966301 3:3.9982753 4:-0.76173466 5:10.846379 6:-1.5255679 7:7.254693 8:-3.1492128 9:6.9698653 10:-6.296056 11:0.85484326 12:-4.554508 13:7.9530196 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:299.63245 2:20.333128 3:1.6752278 4:-0.917643 5:10.346238 6:-3.845268 7:9.648006 8:-1.5905329 9:6.220325 10:-4.7845697 11:1.2337813 12:-6.9013543 13:8.141224 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:298.62552 2:21.438745 3:-0.114461385 4:-0.58101684 5:10.479448 6:-3.9104738 7:10.591125 8:-1.6755848 9:6.9520464 10:-4.265019 11:1.9128466 12:-7.7102294 13:7.341219 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:299.0771 2:21.273897 3:0.4599534 4:-2.1164274 5:9.834013 6:-3.547678 7:10.744874 8:-0.82812 9:7.392141 10:-4.581678 11:1.6634178 12:-7.3471155 13:6.07939 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:301.1639 2:18.924194 3:2.759718 4:-2.5178168 5:8.432012 6:-2.7259026 7:9.639284 8:-0.14967008 9:7.536635 10:-4.275441 11:1.5667393 12:-6.463057 13:5.170559 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:310.0789 2:25.439333 3:6.4285226 4:-7.246018 5:7.1393943 6:-8.382392 7:6.7768493 8:-1.5816683 9:3.836066 10:-1.3253865 11:3.0204725 12:-5.346336 13:5.200961 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:320.93353 2:21.929468 3:6.754909 4:-7.111321 5:3.6451125 6:-8.137957 7:6.6085653 8:0.2793763 9:3.3889203 10:-3.3002443 11:2.7975829 12:-4.7761784 13:4.7179184 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:317.06964 2:29.140425 3:0.8426358 4:-7.2758675 5:2.0143263 6:-7.7061505 7:9.250126 8:-2.3014069 9:6.328785 10:-8.01078 11:6.009888 12:-5.541659 13:6.5611215 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:319.98953 2:25.09933 3:2.361618 4:-9.224413 5:2.922165 6:-6.267203 7:8.4533415 8:-2.6945906 9:4.3759985 10:-6.307014 11:5.3626337 12:-3.287027 13:5.7108145 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:317.6287 2:28.836657 3:-3.4221365 4:-7.163096 5:4.3251586 6:-6.303999 7:8.359665 8:-5.3439784 9:5.89861 10:-7.8557315 11:6.717111 12:-2.5165195 13:6.9137588 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:317.6228 2:27.980572 3:-3.7027955 4:-6.549983 5:5.2693357 6:-5.800108 7:8.080652 8:-6.381079 9:5.0252237 10:-6.440707 11:6.5344853 12:-2.3964005 13:6.4097486 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:321.12994 2:27.95227 3:-6.1379614 4:-4.7389097 5:9.58641 6:-5.5588913 7:3.9746838 8:-6.7297926 9:6.670337 10:-7.756651 11:8.21831 12:-2.3425891 13:4.7562323 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:319.7593 2:26.385286 3:-6.460497 4:-3.5868359 5:10.539863 6:-6.7976217 7:4.628033 8:-7.186623 9:6.0190845 10:-5.772639 11:6.821494 12:-2.3700054 13:5.7623253 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:318.702 2:25.976269 3:-5.212962 4:-1.9255761 5:12.229114 6:-5.9694643 7:0.6519095 8:-8.136324 9:8.29944 10:-6.0261 11:6.9826784 12:-3.0717027 13:3.7273076 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:315.68488 2:24.878069 3:-4.579564 4:-0.40871286 5:13.770734 6:-7.107998 7:0.62099004 8:-7.0535116 9:7.731247 10:-5.6917562 11:6.4296355 12:-3.6031122 13:3.742969 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:312.51016 2:23.146767 3:-4.3558497 4:3.2529314 5:16.433437 6:-7.001902 7:0.9015403 8:-7.3726726 9:7.593109 10:-6.521043 11:5.173964 12:-3.1773057 13:3.5371878 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:311.72552 2:23.555737 3:-4.6597104 4:3.3899918 5:16.760128 6:-7.983568 7:2.4924579 8:-6.089591 9:7.435987 10:-5.9196033 11:3.9415514 12:-4.895246 13:3.9782946 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:309.28955 2:22.833635 3:-5.444881 4:4.260399 5:19.458364 6:-7.097422 7:2.1236317 8:-6.433796 9:5.2821474 10:-7.405028 11:4.472809 12:-6.4786706 13:6.184262 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:306.6417 2:23.04526 3:-5.2992496 4:4.755581 5:21.600641 6:-6.5407314 7:1.8446478 8:-6.943529 9:4.835269 10:-6.591421 11:5.094965 12:-7.3372836 13:6.8029284 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:296.14395 2:20.23979 3:0.12730183 4:1.3916805 5:18.516935 6:-1.3833818 7:3.446585 8:-5.163348 9:3.8680844 10:-6.180759 11:4.6916447 12:-6.896556 13:4.6844206 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:280.94073 2:21.007406 3:4.179355 4:0.22279622 5:13.553563 6:-2.1033902 7:6.790321 8:-3.1904562 9:3.7549124 10:-5.4575453 11:5.3435183 12:-5.1130996 13:5.1741896 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:274.3726 2:18.553423 3:2.89037 4:-0.30040136 5:13.141316 6:-3.5317073 7:3.263115 8:-4.4037886 9:2.8418107 10:-6.5796146 11:4.5193386 12:-4.7887163 13:4.655128 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:272.20953 2:18.628092 3:3.5276783 4:-0.51256925 5:11.641996 6:-3.3011994 7:5.8452215 8:-2.9412603 9:2.7308288 10:-6.539521 11:4.034155 12:-4.7562222 13:5.9401474 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:266.60623 2:17.211052 3:2.7755268 4:-2.1260045 5:10.002851 6:-2.4101233 7:4.371871 8:-6.0335507 9:1.7563728 10:-5.4704533 11:4.0326786 12:-4.9680734 13:3.3487663 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:266.39932 2:16.848207 3:0.54780155 4:-1.338525 5:10.194427 6:-2.2409458 7:3.773925 8:-5.6864166 9:1.4831935 10:-5.654404 11:4.7756305 12:-4.759097 13:5.135375 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:263.8302 2:15.10238 3:5.355247 4:0.0678519 5:9.809025 6:-2.054673 7:4.505566 8:-4.1310735 9:3.0915003 10:-4.7840905 11:4.871472 12:-2.682782 13:4.747725 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:261.3853 2:16.413279 3:5.972179 4:0.1954935 5:8.526519 6:-4.126949 7:4.210977 8:-3.2719946 9:2.4451363 10:-5.1943264 11:5.5131516 12:-2.602424 13:4.9676266 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:257.21613 2:12.079928 3:3.202547 4:-2.4042368 5:7.045751 6:-2.0159965 7:3.4672468 8:-4.7046485 9:2.4064958 10:-5.2659698 11:2.2189379 12:-3.874144 13:3.8258805 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:256.0016 2:10.478253 3:1.6898929 4:-2.0006826 5:6.8736258 6:-2.600438 7:2.0916855 8:-2.9111416 9:2.7390735 10:-4.9257383 11:2.6027822 12:-3.319248 13:4.7645235 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:259.0105 2:9.25647 3:5.0752735 4:-1.4562783 5:7.6129723 6:-1.3717021 7:2.8680365 8:-1.0731697 9:3.20094 10:-6.8279424 11:0.62429196 12:-3.9202814 13:3.2608979 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:254.56905 2:10.782634 3:6.5362277 4:-1.3867493 5:6.84861 6:0.72001064 7:6.791828 8:-2.7337043 9:1.9128325 10:-5.6060796 11:1.0197629 12:-4.458127 13:3.5085247 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:281.5579 2:26.546417 3:7.9654574 4:-5.424098 5:6.845827 6:-6.5249205 7:2.2673821 8:-5.487849 9:5.58913 10:-4.5554967 11:2.5658922 12:-7.576936 13:5.2008924 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:301.66058 2:27.398829 3:7.6689434 4:-7.948153 5:6.617696 6:-6.834 7:0.48031676 8:-6.1576285 9:6.8256836 10:-5.692711 11:1.2959075 12:-7.9608507 13:4.805986 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
